#trace82	trace84	trace86	trace88
19.675026	37.549702	-5.6589804	21.250332
5.8777208	32.242195	4.2074018	21.289848
-8.4827251	22.400005	6.4489255	16.770048
-13.992359	16.164595	-3.9889543	10.403371
-10.356884	16.686256	-25.08852	7.3426852
-4.796227	18.343922	-44.318985	10.524141
-5.708745	16.329826	-51.104168	18.154108
-17.351868	8.5681849	-51.048508	27.137012
-34.661095	-8.4594049	-59.24234	35.175804
-45.266823	-32.671127	-80.33696	40.224167
-41.153484	-54.195366	-102.10559	40.3965
-27.373205	-66.388374	-112.18157	35.00008
-15.20148	-68.147644	-114.34776	27.260227
-9.9321852	-59.773132	-118.80235	23.272108
-11.797834	-43.976486	-124.2947	24.784189
-19.800253	-28.518847	-123.23251	26.851503
-28.34375	-21.535496	-117.47252	23.837214
-29.599524	-23.358997	-114.62741	16.223438
-21.329031	-28.826443	-113.78767	11.124595
-8.8451567	-36.499786	-107.41941	13.788184
0.3585088	-49.726002	-95.935638	21.576513
1.6989901	-68.748566	-86.181747	28.552334
-5.631887	-84.710571	-79.551582	31.042551
-19.114449	-85.79818	-74.257645	29.702194
-34.917423	-70.408211	-72.284622	28.804718
-49.211975	-47.715126	-75.509041	31.483877
-57.920322	-27.283773	-80.134987	35.29282
-62.715439	-12.885345	-81.525719	35.771984
-72.000877	-3.7275257	-80.37674	33.73946
-88.124786	1.0613974	-81.214371	32.914299
-101.76047	1.1519885	-87.960007	31.446573
-101.99373	-2.7665057	-97.897964	24.072378
-86.941902	-8.0214014	-101.67532	12.363435
-64.951424	-12.483322	-93.760986	3.8170941
-45.743134	-17.084446	-76.850449	0.77266669
-34.427914	-23.389866	-56.862179	-0.38244277
-32.891674	-31.198105	-39.68293	-1.1360879
-40.074242	-39.625774	-29.468807	0.94105893
-51.4021	-46.820103	-25.047052	7.4314361
-58.99934	-49.244919	-20.696625	16.088428
-57.3829	-43.994247	-13.875248	23.222746
-50.928257	-32.895565	-9.5753088	25.651388
-47.366867	-21.461121	-11.995778	19.507944
-48.103409	-13.243351	-16.871504	2.809617
-52.26899	-7.5827985	-17.976736	-17.657064
-61.573132	-1.7245008	-16.467539	-30.312611
-76.609192	5.0096002	-18.480898	-33.755856
-94.034508	8.9065685	-25.086494	-36.243137
-108.93708	6.3360839	-30.12196	-42.398808
-118.26279	-2.0435488	-29.795851	-48.868359
-120.77203	-13.461454	-28.629406	-48.733658
-117.62692	-25.506012	-33.417969	-38.593697
-116.1422	-36.589199	-44.921993	-23.145088
-126.8364	-45.481678	-56.900494	-9.8492699
-151.85036	-51.093178	-61.784481	-2.0353258
-178.03946	-52.615864	-56.017006	-1.1407534
-185.39975	-51.324768	-42.373177	-8.6559944
-169.53412	-51.162865	-28.371807	-20.513746
-148.55458	-53.748592	-20.598145	-27.207619
-140.41559	-57.024857	-21.480062	-24.315125
-146.84375	-59.315456	-29.174358	-16.864454
-160.5724	-60.295605	-36.837139	-11.912292
-172.22382	-60.930416	-35.765068	-11.5182
-174.18576	-66.205528	-24.234459	-14.261209
-166.72971	-82.603622	-9.741744	-19.415602
-156.14575	-107.53947	-0.92535412	-25.993593
-146.94151	-128.64415	-0.28717691	-32.806725
-138.30379	-135.17361	-4.7467098	-40.214317
-128.52931	-123.63718	-12.599163	-49.403378
-120.3298	-100.50614	-26.117855	-61.168694
-117.46087	-80.063591	-44.441616	-73.679428
-116.50187	-72.344109	-59.37587	-81.853821
-111.9721	-76.414879	-61.82235	-81.494774
-107.53307	-84.826576	-50.826523	-75.786423
-108.83017	-90.542465	-34.471443	-71.080406
-112.6698	-91.291931	-21.166143	-67.075363
-114.27425	-90.300766	-13.97186	-62.02919
-115.32513	-91.210075	-11.462015	-60.500397
-116.15264	-92.458748	-10.041424	-66.359444
-111.24435	-90.106789	-7.7690816	-77.620506
-98.644814	-84.320763	-5.6492686	-91.112808
-83.746941	-80.496864	-5.8534045	-103.8203
-71.755585	-84.555084	-10.164976	-113.23118
-62.961304	-94.347229	-19.003178	-118.96696
-56.106457	-100.9189	-30.79764	-119.8934
-51.592743	-101.11539	-42.799545	-114.94007
-49.645451	-100.40263	-53.663544	-107.13736
-48.272087	-104.37465	-61.249336	-99.29081
-45.661457	-109.73219	-60.193058	-89.944893
-42.570198	-106.80479	-48.608067	-76.598572
-38.887676	-93.787186	-32.135426	-59.737514
-33.520752	-77.336868	-18.757242	-44.607838
-28.58573	-61.955662	-14.495128	-36.318535
-26.951992	-49.755089	-21.208769	-32.601196
-27.324274	-41.51828	-33.613384	-27.572676
-26.141119	-36.343197	-40.578381	-21.053591
-22.997128	-34.698208	-35.263699	-18.192606
-21.975796	-36.835743	-22.613655	-21.468153
-27.42798	-41.546268	-12.627767	-26.376265
-37.210564	-46.817757	-9.5350447	-26.976713
-43.041119	-48.501125	-11.175459	-22.593777
-40.913746	-44.069721	-15.266738	-18.104433
-35.070568	-36.246723	-20.457806	-20.020119
-30.579901	-28.880386	-24.245731	-28.314985
-27.619684	-22.726089	-25.518318	-33.90435
-23.672316	-16.573437	-25.892973	-30.166073
-17.483635	-9.3424072	-27.442865	-19.52854
-11.120476	-1.3734111	-32.479343	-7.3860278
-7.6921449	5.6652675	-41.798592	2.3810465
-6.818666	10.793303	-51.821583	7.1841063
-7.115478	14.122205	-58.418606	6.3877592
-9.55266	15.533704	-61.182518	2.9231527
-15.591932	15.054255	-61.270622	1.2746999
-26.637632	13.672574	-59.216904	3.8633375
-40.756836	12.959975	-54.976471	10.369728
-50.068977	13.396564	-47.063702	19.144762
-49.298965	14.255278	-34.908848	28.693682
-42.418873	15.878641	-21.565628	36.631733
-37.487854	19.401695	-11.860432	40.073238
-37.859669	23.443483	-9.1068821	39.593784
-39.351044	24.973799	-11.749893	37.752953
-35.716026	24.424896	-15.010299	33.688656
-24.836729	25.481945	-17.814056	24.505081
-10.260787	29.601831	-23.306347	11.063598
2.6983261	33.795078	-30.013262	-2.8557694
11.04192	33.109879	-30.125715	-14.794285
14.296411	24.207651	-19.980026	-23.317549
14.96506	8.0408955	-5.4198928	-28.761808
17.840729	-7.5229425	4.394177	-32.737637
24.400488	-11.242238	3.8965104	-33.133129
29.426184	-2.0755723	-5.90803	-25.825277
26.921295	8.397562	-16.973375	-11.098454
17.367432	9.7504826	-20.612659	5.7061257
6.7556224	2.4571288	-16.130718	18.75119
-0.055906311	-4.010807	-8.7538242	26.171503
-2.4876142	-1.8476946	-4.3022547	29.861507
-2.8514609	6.5482473	-7.3457484	31.711946
-2.4001112	12.732123	-16.608337	31.518276
0.36943299	12.200341	-25.198328	29.744734
6.0461502	8.0227032	-28.219908	29.005789
12.622912	7.5099659	-24.044588	30.372208
17.856647	15.145608	-13.470751	32.308826
20.571789	28.039778	-0.69830185	33.574448
21.001093	39.626312	10.546247	32.674641
20.739161	45.593452	18.644806	27.935699
21.244726	44.667767	22.387043	21.064861
24.164223	38.36911	22.976698	16.253859
30.38154	31.085789	24.335838	14.187062
37.495106	27.941751	27.785734	11.329174
42.337921	30.391672	31.539686	6.9658475
44.415756	34.566998	35.529438	4.5743952
45.437054	38.030712	40.680386	6.1830344
47.515686	42.606853	45.769173	12.430227
50.876476	48.094433	48.356255	23.447948
52.982262	51.012749	46.525246	36.372963
51.752586	51.063835	39.599964	46.914604
48.900909	51.794415	29.530872	51.868286
47.539917	55.269161	21.164057	50.245949
48.004498	60.410133	18.512207	44.541286
48.778702	64.504173	21.023932	38.785271
49.204891	63.732372	26.014122	35.376022
49.270004	54.384197	31.527981	34.613094
48.622639	34.986481	36.062359	35.457527
47.310551	9.4980345	39.374866	36.668468
45.796627	-11.511697	42.717602	38.795979
43.706474	-18.728043	46.889069	42.632805
41.905098	-12.09125	52.171371	45.818333
43.076	1.9186589	58.343182	44.740257
47.409184	16.738359	63.568954	38.646557
51.682972	29.015408	66.410988	28.625748
53.698124	38.137852	67.710007	16.392633
54.537254	44.855831	67.882835	8.4778337
56.154091	50.020699	66.118004	12.852102
58.607487	53.294613	63.478733	26.829821
60.463902	54.48	61.950611	39.3452
59.923523	54.768124	61.294014	45.157398
55.975239	55.259834	60.114964	45.67598
50.877541	55.682869	59.201641	40.387444
48.423298	54.329796	61.091167	26.648932
48.658916	49.526985	65.492256	6.8627086
49.105328	42.00481	68.693329	-10.042554
48.917957	33.752861	68.217972	-18.544641
48.733757	26.36521	65.46965	-21.850767
49.412876	22.709576	64.080185	-24.761831
50.248989	24.547245	65.486664	-28.305838
48.603302	29.103874	68.163834	-31.593647
44.931541	33.179592	72.223763	-34.959637
43.492489	35.723579	78.456184	-44.385365
46.138111	37.090271	84.354454	-65.657516
50.631447	39.720913	86.740273	-88.81559
54.127037	45.875912	85.085663	-95.582703
56.623188	54.188648	79.892769	-82.141937
59.102264	61.535103	71.64045	-59.952133
59.597755	66.603981	63.023918	-39.806652
55.767509	69.571762	58.505768	-25.504789
49.747253	71.20726	59.232418	-17.599003
46.680256	73.126656	61.306179	-15.258632
48.691841	76.035416	61.779057	-14.994431
52.995949	79.002602	61.479694	-12.286077
56.056953	80.981537	61.506577	-5.2252116
56.855316	81.394753	61.289101	3.2346325
56.209713	80.35791	57.897957	7.223783
55.304691	79.097145	48.828934	5.4364991
55.057678	78.930305	36.807949	3.8679376
55.734829	79.86821	26.787943	6.8194203
56.802086	80.794983	20.661133	12.176531
57.857471	80.122864	19.518497	17.796528
59.60902	76.388367	24.093483	23.720613
62.511528	69.635078	30.281879	28.441801
65.729362	62.335243	33.147282	30.562328
68.771439	58.400829	33.03096	32.516758
71.328217	59.086288	31.665438	37.057526
71.960518	61.39621	28.997568	43.195652
69.048233	62.113895	25.18882	47.571716
61.72897	59.756611	21.61063	47.756397
51.548885	53.943291	20.06074	45.133179
44.219234	46.495735	20.820049	43.562759
43.341206	40.855816	23.058983	44.636127
43.605133	38.515736	25.742785	45.333473
38.343552	37.010307	27.288305	40.627899
30.320095	32.922173	27.464056	29.57283
26.828569	26.30995	28.288071	18.119802
29.402529	21.321585	29.121609	13.186309
35.335987	22.34132	26.313538	15.714668
42.322109	28.819105	20.611221	21.718361
46.392647	36.331074	18.342569	28.331043
42.704918	42.34642	22.763559	35.448162
32.742363	46.364086	28.591345	42.808434
24.922369	46.008896	29.066145	49.194397
25.704424	38.204697	22.954582	53.163765
34.284561	23.909161	12.801572	54.78772
46.260502	9.9656334	3.582238	56.221882
57.943172	2.4945347	1.8967695	58.378754
65.978653	-0.67178023	10.291059	59.001812
67.808823	-4.6603856	23.595987	55.994091
63.593861	-8.5532694	33.455791	51.227516
56.356529	-8.0588665	33.559917	48.407791
49.928589	-2.9435942	21.329834	49.178082
46.145325	1.3656967	1.3712246	52.207561
44.585274	-1.254444	-13.050992	54.37661
44.069977	-11.588973	-11.673605	51.970566
44.153198	-24.625874	1.4039924	42.554001
45.909481	-33.43655	14.810277	30.049042
50.025837	-32.846107	21.608274	22.87644
54.39444	-22.62211	22.088419	22.082687
55.630009	-7.8281369	21.046291	20.06255
51.844761	4.2949133	23.244389	12.752673
42.383053	6.9711442	30.030699	5.0278459
28.886036	-0.36522403	38.538364	2.3328652
15.670835	-10.149279	43.633442	5.0646477
5.7024632	-17.133615	42.886532	10.356973
0.97876531	-24.626682	39.996254	13.208418
2.2343132	-36.933109	40.299652	10.97327
2.910218	-54.76535	43.948917	6.9244151
-7.6477656	-75.361725	46.298233	6.1385031
-28.608217	-90.710503	42.789803	10.238327
-44.52758	-92.124725	33.039768	16.229986
-46.374825	-78.002625	19.416534	18.866695
-41.900131	-54.564102	5.0590715	14.463717
-39.192001	-31.95414	-2.5677102	2.0268545
-37.008396	-18.076088	3.6716278	-17.630119
-34.103165	-13.900432	19.838736	-38.467503
-34.612247	-17.358738	35.019333	-50.778805
-40.335487	-28.258808	41.355217	-51.548061
-47.405712	-44.550312	37.494381	-44.964901
-53.500839	-58.92482	28.444452	-35.833443
-57.648006	-66.830971	20.591616	-29.549768
-56.849018	-71.381317	16.687124	-28.652641
-51.475147	-74.135284	16.427193	-28.280704
-44.776516	-71.423058	17.660223	-23.508423
-38.647038	-60.532223	17.674088	-15.587437
-36.620823	-43.352962	16.34409	-9.4386187
-43.650875	-26.214005	16.214411	-7.5092821
-59.308678	-14.855416	18.155478	-5.8580818
-76.921326	-9.5627451	21.844301	1.2043803
-88.525635	-7.1194882	28.813513	13.76403
-88.860069	-6.2386346	38.569405	27.432787
-78.859093	-6.7728701	47.068268	36.706135
-65.822159	-7.6414495	50.665356	36.877781
-57.054668	-9.1987495	47.706402	29.637308
-53.399956	-12.585919	37.431198	22.322964
-49.732624	-17.270781	20.915075	19.027733
-41.664814	-23.023224	4.214643	19.553848
-29.815689	-30.219852	-5.02737	23.464771
-18.377588	-34.81937	-7.3919454	29.38706
-11.456054	-30.74045	-10.743556	34.661942
-10.273643	-18.240219	-18.062464	36.42812
-11.703366	-2.9492524	-24.052612	33.040401
-9.908186	9.4063072	-24.466658	26.361816
-2.561235	15.651316	-20.271441	20.209007
6.9437995	17.517748	-12.264174	15.36504
13.68751	19.327507	-0.75475824	10.69641
16.073362	21.623175	11.886504	6.5789642
15.467134	20.186153	22.273619	0.45857224
13.095646	12.109388	28.335957	-14.359733
11.283609	1.1392196	30.799183	-39.686401
13.006294	-3.4476073	32.31567	-68.253853
18.5814	2.7174118	34.959637	-89.724541
24.904882	11.573528	38.649147	-97.375259
26.75412	11.086256	41.278324	-92.18
21.498756	0.29693833	41.920151	-79.913338
13.466956	-9.7141008	41.556885	-64.99205
10.205375	-10.941323	40.327007	-51.706684
14.487401	-4.9855762	37.948219	-42.757275
21.576681	4.4396873	34.905895	-35.863869
25.323664	15.680791	32.56765	-28.059895
24.619011	26.649548	32.089733	-21.059135
21.822325	34.154881	32.721428	-20.095419
18.328999	36.85437	32.653942	-24.544821
15.393699	36.22105	30.776691	-24.953573
16.2015	35.452362	25.536917	-15.771477
22.163057	37.444317	15.218546	-3.8536458
28.805037	41.113304	3.4379561	0.25245517
29.539114	43.115353	-2.2818913	-6.8435125
24.071774	43.775692	1.099749	-19.996653
19.142702	45.648388	10.409709	-31.811956
18.180021	47.556152	19.620663	-40.260864
18.572739	46.976662	24.448572	-47.537258
18.642809	45.267357	24.586027	-52.032677
18.398582	44.305305	22.648129	-48.332314
18.156216	42.888466	21.290737	-37.481613
19.048296	40.478447	20.489517	-27.275284
21.451254	39.891796	19.208227	-22.682938
22.020546	43.525723	18.21991	-26.183912
15.246009	48.851128	17.400503	-40.435032
1.396292	50.156624	12.117031	-59.402977
-11.443356	43.820229	-1.0659689	-69.799072
-14.888711	31.321325	-18.247194	-68.722687
-6.944396	18.807384	-31.898153	-64.455544
7.1949792	12.071243	-36.771172	-62.540184
19.790035	11.159248	-33.275414	-60.32576
26.637215	10.840614	-25.374899	-52.206764
27.723763	5.0206957	-15.262605	-37.710213
23.348576	-8.4074888	-3.7688148	-21.882435
11.547851	-23.73789	7.0332322	-9.3758373
-6.1455483	-32.034996	15.418749	-2.2046919
-20.011786	-31.045532	21.813923	-0.87649876
-24.268871	-25.062553	26.874575	-2.9488585
-23.046141	-19.601147	29.090361	-3.3457396
-18.533298	-16.911137	27.483917	0.51656806
-11.253675	-14.026038	24.526915	6.8797479
-9.6498365	-7.7887053	23.920578	12.842324
-22.426605	-1.0635599	26.442265	16.987263
-42.038078	0.93166924	30.203453	19.515673
-49.576984	-2.4149292	35.129448	21.906803
-38.583672	-7.2701964	42.677147	25.481745
-20.9834	-9.7610893	51.374264	28.971205
-9.9339485	-10.432213	56.907959	29.584719
-7.1692424	-13.03822	57.425465	27.123219
-7.2144399	-18.93692	55.284405	24.720634
-5.7630553	-25.10211	52.510147	24.033207
-1.4386785	-26.242252	49.210102	22.09621
6.4230022	-19.747654	45.826591	16.414249
17.385231	-8.9079123	43.685905	11.021527
28.493265	1.2196447	43.477467	11.669166
35.036697	8.157526	44.59679	17.02883
31.7714	12.298461	45.982456	21.030811
15.525995	14.678742	46.102234	19.100752
-9.6955452	16.029882	43.964241	9.5974989
-33.443123	18.43786	39.998222	-3.5795245
-47.645813	22.692602	36.518852	-12.352674
-51.431602	26.458462	36.523624	-13.756206
-48.605106	28.622955	38.873676	-11.742247
-43.270615	30.698763	38.431232	-10.024505
-37.752747	33.031357	31.584991	-10.284564
-32.870369	34.466427	19.53768	-13.281446
-27.560873	35.164131	7.0450387	-17.200293
-19.870754	36.270298	-2.7348998	-17.597111
-8.872304	37.920689	-10.396568	-11.548545
4.480793	39.329765	-19.254837	-0.8852632
17.723827	40.025425	-31.619904	9.8476925
28.687317	40.474411	-43.909237	17.026775
36.689217	41.207581	-51.739964	20.084145
40.798706	40.736038	-57.991886	20.860952
38.715611	35.927437	-68.925705	21.111916
28.474001	26.213215	-83.045319	20.936539
9.832181	16.46525	-91.012299	19.042189
-12.77494	12.037846	-87.587936	15.279866
-29.221169	11.738225	-76.783241	11.46109
-31.51239	11.351918	-66.815987	8.1672583
-20.557714	9.6207342	-62.838375	5.0558848
-3.0313416	6.709177	-62.626556	3.9752657
13.908092	4.5136189	-62.213676	6.5320392
25.476469	6.5539317	-60.805801	11.393952
31.490141	11.025078	-56.227894	16.370653
35.676342	9.1123276	-46.132114	19.586906
40.128025	-7.1439257	-33.796303	20.010971
42.117886	-34.593903	-23.563618	18.835693
39.151711	-58.692219	-15.076462	18.443272
34.021847	-67.51651	-7.4243989	20.976805
31.686745	-60.261257	-2.8235383	27.395473
32.737583	-43.701378	-2.4287472	36.462143
32.810726	-29.613861	-4.0225649	45.107105
29.191559	-29.389751	-4.7677426	50.613407
24.163298	-42.659023	-1.4541962	52.95039
19.597984	-57.917206	8.2702713	54.786602
13.926768	-65.540176	21.418375	58.02771
6.8660402	-64.202377	32.025688	59.720863
2.4699197	-59.286156	36.623531	53.810139
4.8840342	-56.716793	33.908428	40.693882
13.001706	-55.816666	24.580051	28.878778
22.554529	-51.167095	14.221889	23.501329
31.311314	-41.628098	9.490159	22.193304
38.596207	-32.609589	10.87867	22.366217
42.768826	-30.003401	13.391091	24.95849
41.758705	-36.825619	11.559842	30.557827
36.366833	-55.041714	5.4058495	35.019875
32.820171	-81.202606	0.43673626	31.231403
35.806343	-101.87671	-1.6757737	15.134624
40.489025	-106.72973	-3.4278858	-10.231322
39.909367	-98.585548	-3.2347178	-36.157024
35.417782	-82.647797	2.7442298	-54.46727
31.388342	-61.639103	13.005277	-61.697998
26.553047	-43.009262	21.31377	-58.987499
17.490557	-35.244083	23.804058	-50.660664
5.9008479	-37.365433	20.857124	-41.793919
-1.7164271	-42.252697	14.523826	-35.908264
-0.95250595	-48.052311	8.9681358	-33.355473
6.5599141	-57.376755	8.6197081	-32.221718
14.939885	-68.500641	13.302765	-31.744894
19.529751	-77.463478	19.634653	-33.810932
21.262615	-83.604805	24.213158	-40.248455
23.180082	-86.135689	22.714771	-48.891045
24.293678	-82.965775	12.650014	-53.942287
22.252241	-75.575089	-1.4555509	-53.064018
18.812384	-67.692413	-12.462411	-50.602398
15.776208	-60.216904	-19.282269	-50.770107
11.159901	-52.039478	-26.457602	-52.102058
5.7768645	-43.088291	-35.606201	-49.883514
5.5849605	-34.469746	-40.717793	-41.775791
12.410794	-28.048679	-37.201839	-29.642059
19.989357	-27.563526	-30.277664	-16.626606
21.672857	-36.394047	-28.079014	-6.2530308
16.558825	-54.214657	-32.225613	-0.75564539
7.7699294	-77.547127	-39.800911	1.6616141
-0.76168138	-99.142494	-48.953804	4.1783381
-7.10392	-110.47894	-56.032276	6.9119778
-13.861378	-108.21716	-55.124836	7.4073262
-23.572205	-94.778374	-45.91568	4.3022542
-32.975361	-75.296165	-34.036037	-1.3710655
-36.677505	-54.75407	-24.883726	-6.0220037
-32.706287	-35.666862	-19.78594	-5.452641
-22.282991	-19.913855	-16.127174	-1.6603135
-9.4981413	-10.028145	-11.663709	-2.4235568
-1.0861372	-6.5449181	-8.7598305	-9.12918
-1.146506	-7.129055	-11.569319	-13.183916
-9.7266235	-8.6546621	-20.420462	-9.441411
-27.768393	-8.789649	-32.082336	-1.9781148
-52.616665	-7.5522003	-42.020855	4.7126112
-73.302147	-8.079505	-45.786602	10.048164
-82.390038	-11.840796	-41.644955	14.456408
-81.572052	-14.786501	-32.36084	17.069784
-73.335381	-12.381989	-22.677774	15.202719
-59.888489	-4.8024192	-14.906651	7.188808
-46.368164	4.1130357	-9.2597857	-4.6274261
-37.061329	10.004529	-5.9761453	-15.042069
-31.868479	10.912539	-5.2508287	-19.143789
-28.459108	9.0638666	-7.2697301	-15.245517
-25.722782	9.3854818	-13.036822	-7.6730609
-24.673187	13.568278	-24.641188	-3.3475335
-26.108341	18.557474	-39.911583	-2.8661249
-27.771843	22.136278	-48.05175	-1.1113182
-26.84178	24.466682	-42.554985	5.5958157
-27.387424	25.632772	-33.761066	16.949375
-38.26754	25.857536	-35.000526	29.20562
-61.329987	25.390627	-42.626244	37.765079
-90.113838	23.575233	-43.167053	40.162403
-118.25714	20.048918	-34.085613	37.170238
-141.45508	13.101426	-24.605402	32.347908
-156.55028	-0.30727908	-22.419697	27.934553
-161.12018	-16.10783	-27.309219	22.883543
-153.82121	-23.030275	-36.252953	17.832113
-139.7851	-16.368729	-47.291492	15.337119
-127.28104	-1.5561495	-57.648987	14.378805
-117.50213	14.431184	-65.062477	9.1320486
-105.77016	27.84757	-70.150497	-6.6376967
-89.929352	36.992889	-73.219673	-30.57645
-72.632149	40.017365	-73.486656	-49.738422
-59.167503	34.925571	-72.484512	-55.313118
-55.656723	23.137768	-70.881813	-51.055717
-65.925194	11.80258	-64.793022	-42.68565
-86.023483	7.5516977	-52.367744	-32.630424
-102.02807	10.158985	-38.463406	-25.158804
-101.6983	14.972072	-29.646627	-24.235973
-89.125961	17.249348	-26.54212	-28.109953
-78.498878	14.239939	-22.930979	-33.729843
-77.009918	6.6231742	-14.766088	-41.943001
-80.310127	-2.4465182	-5.4982166	-51.902782
-80.009872	-10.580034	-1.9810797	-59.211899
-71.213135	-16.668112	-7.1393824	-61.96442
-55.619366	-20.320948	-18.360949	-60.255108
-39.663376	-23.817478	-32.780117	-53.546535
-29.903988	-29.519035	-49.069763	-44.854137
-29.5233	-33.273258	-62.911411	-41.463795
-38.280792	-28.8316	-67.16877	-45.053532
-51.837677	-19.86236	-60.709549	-49.042721
-61.205402	-16.336735	-49.182766	-49.298004
-62.222546	-20.572689	-36.272461	-48.520432
-62.012466	-25.973463	-22.893679	-49.176636
-65.492218	-26.574303	-12.818202	-48.669846
-68.175385	-22.199612	-10.037701	-44.475731
-67.933868	-15.78786	-12.230547	-38.511135
-64.549484	-11.38927	-13.212424	-31.98921
-56.180321	-11.911834	-10.87751	-24.672411
-46.83054	-14.816857	-8.0082426	-20.902979
-44.721378	-15.091479	-7.43858	-24.200325
-51.554928	-11.822756	-11.877495	-29.658319
-57.607838	-7.0480399	-24.345102	-30.22438
-53.88063	-1.1171834	-42.813622	-26.256287
-46.733437	6.3178554	-58.105339	-23.519285
-51.646442	13.058351	-63.145195	-25.641529
-74.268166	16.451447	-59.880344	-31.05751
-101.59109	17.162642	-53.426804	-33.822567
-116.79227	18.337498	-46.689663	-29.587843
-120.90108	20.924772	-39.841045	-20.365532
-126.60487	21.07122	-31.192476	-10.381078
-136.66603	14.806993	-21.420233	-2.1219363
-141.76012	3.8951256	-15.062907	2.8760371
-134.47113	-6.5285587	-15.113757	2.9890101
-118.6325	-13.222193	-18.365183	-1.8465282
-105.06278	-16.121323	-18.794233	-8.0967789
-100.67796	-15.355526	-15.278975	-11.581098
-105.31039	-10.335711	-11.246524	-11.675868
-115.50933	-2.9486113	-9.2124176	-10.826797
-124.89413	2.4458492	-9.790967	-11.61133
-126.92595	3.1458988	-12.244617	-13.504607
-121.6785	1.6133097	-15.741471	-13.592381
-114.29226	0.21857184	-21.591511	-11.726668
-108.6665	-6.2263808	-32.248394	-11.152856
-104.16701	-21.649282	-47.056545	-13.304148
-98.29277	-38.854031	-58.61993	-16.823183
-93.094261	-50.960827	-58.681187	-20.877226
-93.030464	-58.984364	-49.166733	-23.225956
-98.093727	-60.876385	-40.265755	-19.680811
-102.12531	-52.945362	-39.331135	-10.909725
-97.519333	-40.046246	-44.29546	-3.0377266
-85.575485	-29.836273	-46.934818	-1.1843387
-76.102554	-25.641769	-43.226673	-5.0260105
-72.603065	-27.976204	-35.14164	-9.8291121
-70.040573	-33.81575	-24.510063	-11.080122
-67.325241	-36.557049	-12.00482	-7.9554634
-68.14917	-32.535583	0.15163374	-3.5465767
-73.435806	-24.859953	8.0472908	-1.0421697
-80.528015	-18.335381	10.267748	-0.14417282
-84.862961	-14.285454	9.1733227	0.12967056
-83.73896	-11.183826	5.7673726	-0.3027263
-79.169479	-7.8256459	-0.8340233	-1.4296439
-72.701485	-4.2685738	-10.46735	-3.7867956
-63.426842	-0.67384821	-21.420799	-8.3587952
-53.432087	2.7410553	-29.005688	-14.8728
-46.105423	5.8677435	-29.66374	-19.809925
-41.584747	8.6500826	-26.339727	-19.772383
-38.368164	10.877031	-23.287731	-15.7717
-35.321404	13.803807	-20.133417	-10.84462
-32.597744	19.135216	-16.425644	-7.4848208
-31.384064	25.761904	-16.144184	-6.1164074
-30.878937	31.003008	-23.56213	-5.8119073
-29.878838	33.933086	-36.363838	-7.3237281
-29.649733	34.464417	-48.087776	-10.613853
-29.431721	31.906303	-57.988434	-12.001479
-25.361221	26.667759	-67.494484	-8.0497341
-17.093037	19.277468	-71.638351	-1.3039809
-8.6628132	8.6456518	-66.22406	1.4652444
-3.3147714	-4.5099964	-55.563694	-2.1272032
-2.0484214	-15.160639	-45.400803	-7.5331864
-3.3829653	-18.550035	-34.911747	-10.301123
-2.7308807	-15.747918	-22.238274	-9.9362144
2.9471381	-12.425563	-11.661193	-7.2089558
10.362553	-13.184004	-8.2869568	-2.890388
14.602639	-19.000862	-10.034489	1.3405136
14.997291	-26.955887	-10.890477	3.3772233
11.860586	-31.399729	-8.1471643	1.3292748
3.5158138	-29.772079	-3.7878366	-4.4883833
-9.3581228	-27.310635	-2.1511631	-9.5433817
-21.679985	-29.764669	-5.6808949	-11.270652
-28.443977	-33.879246	-12.938369	-13.732804
-27.669502	-31.90209	-21.866236	-17.366915
-21.548279	-21.418072	-32.296051	-15.531225
-16.165714	-7.2100987	-43.647926	-6.8674874
-15.244265	5.006505	-52.077377	2.7128277
-15.585785	14.674841	-54.998421	7.8548727
-12.088609	23.138918	-55.690479	7.799262
-3.8136947	28.871433	-56.334599	6.017818
6.6811895	29.983305	-54.732765	5.0106707
15.779005	26.660151	-50.645882	3.8777969
20.63987	20.553064	-45.36919	2.5209086
20.452826	12.835026	-39.475418	3.750947
16.153658	2.5007312	-33.500175	8.0480165
9.3145657	-9.7125006	-26.803722	11.247869
1.4659747	-16.906719	-19.202906	10.501926
-5.818294	-13.303222	-13.135496	6.4645057
-11.103461	-2.035007	-11.824019	0.18651973
-14.05185	8.4215746	-16.189608	-5.3599677
-15.287699	11.218925	-24.454174	-5.3572497
-15.601775	5.6356611	-33.621601	1.4418483
-17.690493	-2.2356768	-39.925198	10.855529
-24.794355	-4.9699755	-41.092648	18.519209
-34.123196	-0.49336353	-38.856445	24.826902
-37.953331	7.5048995	-36.168747	30.482336
-32.694942	15.767922	-34.76104	31.284817
-22.240355	23.452635	-35.924892	24.002073
-14.424133	28.662045	-40.840115	12.861747
-14.661103	29.179604	-49.794853	3.9041743
-23.365292	25.164991	-60.500835	-3.5677326
-35.84256	18.266254	-68.818123	-13.584121
-44.152382	10.722853	-73.284889	-24.033442
-45.189056	5.3777981	-75.078651	-28.379597
-41.88448	3.0332334	-74.779602	-27.101679
-36.648411	0.77527708	-75.068336	-28.092468
-30.303232	-4.3826795	-79.958885	-36.683567
-25.229702	-11.287643	-88.168388	-50.255806
-27.508978	-17.530926	-92.895355	-60.785046
