#trace80	trace82	trace84	trace86
-0.066776596	1.7126276	-2.1097431	-0.11529949
0.70064455	0.31700411	-2.0888088	-1.2486475
1.0776651	-0.89144713	-2.5220683	-2.0306227
1.0733554	-1.6570507	-2.5192792	-1.9917401
1.1407695	-2.4574792	-1.5114094	-1.7987926
1.4967434	-3.4757259	-0.30107152	-1.8696077
2.1186686	-3.9853771	-0.1499901	-1.7144705
2.6315129	-3.5197079	-1.0904539	-1.2106346
2.496932	-2.715462	-2.5428042	-0.60883123
1.7693864	-2.2423978	-4.0038781	-0.056041934
0.85382056	-1.698741	-4.6692505	0.089033075
0.1860725	-0.89917195	-4.1805348	-0.21704479
0.19489701	-0.57172763	-3.2573881	-0.8072536
0.67010045	-0.79919499	-2.7787054	-1.6901469
1.0871676	-0.87098736	-3.0081334	-2.4591944
1.289252	-0.74165434	-3.452806	-2.6803648
1.2955248	-0.78943884	-3.4634168	-2.5801039
1.4370348	-0.99563551	-2.8065674	-2.3605776
1.7551435	-1.4016415	-1.8452349	-1.7109933
1.6666895	-2.0089297	-1.1910857	-0.48890156
1.1182882	-2.5837152	-1.0118712	0.73130995
0.87297064	-3.2391067	-1.0107296	0.98080921
1.2809194	-3.9909627	-0.89176285	-0.040717203
1.5631114	-4.143281	-0.68396497	-1.239108
1.1371517	-3.4346166	-0.51102	-1.2760115
0.51668471	-2.498862	-0.44945204	-0.056725204
0.038921718	-1.5959499	-0.42375129	1.4963697
-0.56163317	-0.74492019	-0.27593744	2.5255406
-1.1738106	-0.46289822	-0.20268185	2.6738026
-1.26656	-1.0486292	-0.25521791	2.1126215
-0.74210876	-2.0374899	-0.28237203	1.4197255
0.046638094	-2.6579864	-0.40915582	0.85996133
0.80151159	-2.5472152	-0.77709419	0.17655966
1.0801319	-2.1154392	-1.141067	-0.31988809
0.91069198	-1.8858454	-0.97291285	0.20212553
1.2118046	-1.8363432	-0.38252833	1.3495194
2.0409861	-1.7734237	0.0018158602	1.9077109
2.7026987	-1.5321052	-0.12025406	1.9189368
3.2518826	-0.80105668	-0.52542984	2.3076861
3.73718	0.095370054	-0.64191455	3.3074431
3.6575775	0.056295499	-0.13626911	4.2080388
2.8972728	-1.1807015	0.89874971	4.0176964
1.8741733	-2.4522214	1.7470157	2.5589683
0.94518644	-2.761375	1.6321194	0.95194554
0.36862987	-2.4399872	1.0950054	0.36202228
0.31788492	-2.1149886	1.0410376	0.9706766
0.73051113	-1.6996329	1.2967349	2.2259169
1.1880038	-1.1087788	1.4927511	3.1449831
1.2745494	-0.60634494	1.6483703	2.9278641
1.4195269	-0.32165623	1.7108016	1.9741637
2.1085229	-0.20060782	1.518716	1.1107714
2.5400035	-0.15438819	1.0937316	0.38386843
1.8259565	-0.26384977	0.61973637	-0.24977745
0.29010528	-0.60954607	0.31291962	-0.49601492
-1.3342427	-0.98303825	0.20922755	-0.3493298
-2.4712865	-1.3743122	0.025772346	-0.030666163
-2.6835515	-1.9783075	-0.26764494	0.26982683
-2.0975232	-2.5661955	-0.39472157	0.46810317
-1.494752	-2.6848314	-0.39125472	0.65729684
-1.6043252	-2.3554559	-0.26963001	0.77929002
-2.1257997	-1.9389179	0.096892782	0.85727829
-2.1744645	-1.4506401	0.48545724	0.9441545
-1.737934	-0.7067697	0.50388402	0.75615442
-1.4112949	0.14491026	0.16789703	0.55728155
-1.3894238	0.92064333	0.010055813	1.2902806
-1.329353	1.5554012	0.27532822	3.0390594
-0.91963035	1.6977025	0.67873114	4.2369156
-0.17897128	1.1068124	1.0983087	3.7762809
0.61880231	0.082246959	1.4794298	2.591819
0.85269046	-0.64526111	1.6070249	1.5177571
0.24628505	-0.53470016	1.4925694	0.31747776
-0.80934423	0.19942866	1.207848	-0.78110152
-1.7055407	1.1082672	0.75386506	-0.86898214
-1.9709711	1.7991086	0.44861814	0.23587796
-1.4925467	1.9241368	0.45214859	1.3566151
-0.4474678	1.5062782	0.3936747	1.347247
0.48913068	1.1751925	-0.03948871	0.52523178
0.46540272	1.4147695	-0.64675599	-0.10051104
-0.29754943	1.5181347	-0.86461812	-0.25411206
-0.85181308	0.97189611	-0.40907338	-0.29168141
-0.67746484	0.50637919	0.094174869	-0.40997216
0.0073612151	0.49007133	-0.16533029	-0.70772278
0.27896106	0.54810995	-0.69563037	-1.4311277
-0.22353365	0.29261217	-0.66223639	-2.4082081
-0.80955863	-0.42440242	-0.36508724	-2.8749762
-1.2069117	-0.89282078	-0.30473065	-2.3907688
-1.6599363	-0.43336827	-0.42814049	-1.365579
-1.9773719	0.44685209	-0.61197942	-0.32618526
-2.1867409	1.0514727	-0.85435253	0.56197667
-2.6449399	1.1669751	-1.3580182	1.0139005
-3.1144667	0.78617096	-2.368573	0.72891617
-2.8721731	0.25733811	-3.7249486	-0.15119125
-1.8509592	-0.055715524	-4.5907941	-1.2879285
-1.1203969	0.073076859	-4.0655131	-2.2646396
-1.258297	1.0340549	-2.4877586	-2.6581287
-1.6030523	2.7742095	-1.230764	-2.4686663
-1.6517136	3.9601724	-0.68081981	-1.861133
-1.6182047	3.4143496	-0.28305617	-1.20978
-1.3514806	2.0141046	-0.011782547	-1.1500987
-0.44516754	1.055562	0.12656739	-1.6228182
0.31506902	0.95889604	0.48248121	-1.6984483
-0.063733503	1.4943365	0.76751161	-0.82424843
-1.0046403	1.7331936	0.43254083	0.39556155
-1.5990278	1.3373945	0.0019405213	1.126367
-1.681185	0.86141586	0.21411204	1.3542658
-1.2234049	0.42312443	0.73760146	1.4780725
-0.67712986	0.0044129086	1.0834236	1.6192688
-0.53005463	-0.091020696	1.2971747	1.7586124
-0.53329378	0.032032788	1.4493945	1.8453227
-0.29264602	0.046034519	1.2910181	1.7398884
0.16458318	0.088090003	0.67964435	1.4531329
0.49302989	0.39139861	0.20436256	1.0817273
0.56968629	0.77652431	0.32359776	0.67114937
0.2970103	0.86988801	0.56147879	0.38889191
-0.41557094	0.50656533	0.6005618	0.51214135
-1.034006	0.12387739	0.58074147	0.57794166
-0.91345978	0.3191027	0.50267577	-0.012740862
-0.2493875	0.92547452	0.36127043	-0.64509511
0.1574515	1.4046892	0.17379321	-0.42180201
0.18455739	1.2986571	0.038326465	0.53564322
0.44987923	0.41706678	0.14202033	1.3025947
1.0523928	-0.62398273	0.40420213	1.3469982
1.8128657	-1.0119259	0.48455694	1.3023438
2.6494205	-0.77368826	0.37190279	1.828334
3.0235629	-0.49159926	0.35947359	2.3033719
2.7955678	-0.56091857	0.64584279	2.0906641
2.2834103	-0.73872185	1.1379161	1.6044401
1.5734997	-0.58238447	1.3420056	1.2050976
1.0623004	-0.05911066	0.98763847	0.86119002
1.0670296	0.48430845	0.3636401	0.55963355
1.3620032	0.34089717	-0.21933997	0.24365422
1.4568322	-0.77645773	-0.55352372	0.14666677
1.0674173	-2.0691829	-0.46390715	0.76755786
0.6155405	-2.6526988	0.13287081	2.078064
0.6674158	-2.5086083	0.86427832	3.2305605
1.1017278	-1.9431839	0.96456361	3.6933274
1.4436165	-1.1178296	0.47586048	3.6632602
1.6495394	-0.29002681	0.18281472	3.1786904
1.7074314	0.18029204	0.072535463	2.271198
1.1216768	0.17637143	-0.24755031	1.3841425
0.044509754	-0.0098724747	-0.47413379	0.99981016
-0.30239421	-0.23571184	-0.35251585	0.88348877
0.45108557	-0.68408734	-0.30115491	0.68800414
1.238403	-0.93359464	-0.51464283	0.60721475
1.2644466	-0.26361552	-0.55686641	0.63821024
0.94352621	1.0309637	-0.43585899	0.58451504
0.84882504	2.0893598	-0.77863431	0.63627917
1.0328875	2.4466114	-1.639635	0.95139658
1.4664053	2.022526	-2.5097132	1.3322802
1.6701109	1.289235	-2.9900203	1.4710722
1.074627	0.8925122	-2.7419477	1.5446981
0.2342743	0.8380869	-1.8466613	1.8054178
-0.093500383	0.81882	-0.60819215	2.0589948
0.1754372	0.72224128	0.67696428	2.441386
0.90983784	0.63507897	1.3551582	2.8188524
1.4247235	0.51523131	1.0884131	2.5680718
1.136957	0.19925265	0.40737164	1.8556619
0.6025455	0.039327253	-0.021569669	1.480702
0.56363237	0.2275566	-0.058181237	1.9333313
1.0072384	0.2684758	0.075330436	2.6467578
1.487479	-0.074285701	0.25310713	2.8861234
1.5292034	-0.60879141	0.58988798	2.8997042
1.0996654	-1.0036483	1.158968	3.0680568
0.81137443	-1.0885445	1.724484	3.242198
0.83504641	-0.92238307	1.9310911	3.0675907
0.79553878	-0.36687434	1.4969949	2.8109503
0.60545254	0.43446937	0.840828	3.1621971
0.25836703	0.81861103	0.85754448	3.6746101
-0.062474005	0.41743219	1.4088576	3.3222449
-0.084435269	-0.21926095	1.7124228	1.9191551
-0.016208991	-0.18040778	1.6563805	0.42670754
-0.16752432	0.32896155	1.4592261	0.2852518
-0.49482724	0.20324646	1.3748529	1.4940194
-0.38368014	-0.6431644	1.743633	2.6225591
0.42761803	-1.4526451	2.3492944	2.4457738
0.84544295	-2.0195804	2.625941	0.99368244
0.34952652	-2.3024855	2.2797031	-0.17199774
0.019231549	-2.2094562	1.5992498	-0.19868214
0.46191707	-2.1216929	1.2132275	0.23532347
1.347201	-2.239934	0.8886286	0.67905068
2.2894254	-1.8876467	0.18879034	0.82606542
2.6929102	-0.86266273	-0.061381988	0.55390882
2.32444	-0.13849337	0.50042725	0.47378722
1.8122566	-0.044784088	0.97576362	1.1924033
1.5287313	0.14017233	1.2055022	2.3811069
1.257295	0.65729207	1.3798531	2.9210424
0.91508186	1.0583441	1.0705287	2.059094
0.65782529	1.1134923	0.35737312	0.60725909
0.34319529	1.0482769	0.1529415	0.16750894
-0.15916212	0.81754559	0.73487025	0.99416941
-0.34260136	-0.15576434	1.3206264	2.0173459
0.11202306	-1.6580656	1.3761672	2.3666022
0.91779864	-2.5183506	1.0794859	1.9707551
1.7467235	-2.1572406	0.54149491	1.1053913
2.472585	-0.91355687	-0.25731269	0.47778767
2.7560265	0.52100396	-0.9917177	0.797813
2.1130526	1.456664	-1.2850062	1.5400453
1.1220182	1.6826013	-1.2800709	1.881299
1.2077688	1.4679381	-1.1453336	2.0063169
2.4899116	1.1598386	-0.73031944	2.0809355
3.3718905	0.83964515	-0.24207141	1.6672642
2.9463446	0.32964969	0.16622189	0.98333466
2.0444455	-0.32216465	0.81291837	0.84883201
1.4982592	-0.80083162	1.503546	1.3036822
1.180312	-0.95756459	1.705175	1.9265915
0.80879688	-0.96854132	1.6452516	2.7200973
0.10127284	-1.0262352	1.7336911	3.2946038
-1.0441301	-1.1187106	1.8651561	2.9490383
-2.0184433	-0.98161888	1.9190042	2.129529
-2.0776577	-0.41482201	1.6686773	1.6167828
-1.0822701	0.32718214	0.91140687	0.99302763
0.29678416	0.84319675	0.19485077	0.010110105
1.0804845	0.81325638	0.057886671	-0.59952706
0.97571993	0.17256996	0.040788487	-0.82370162
0.49784115	-0.43330488	-0.409711	-1.3120822
0.40942931	-0.18227161	-0.82564127	-1.778711
0.86432397	0.6773212	-0.41633669	-1.6171168
1.227211	1.2500987	0.61740434	-1.0912005
1.1829365	1.2647326	1.3944218	-0.93334115
1.1030347	0.88328063	1.5000433	-1.5655271
1.1766225	0.22184715	0.85724699	-2.3653243
1.1324766	-0.30739692	-0.34999624	-2.3085289
0.99896568	-0.089085326	-1.2803051	-1.2683176
0.98711187	0.77893174	-1.3810736	0.26093408
0.87578738	1.6912222	-0.71531039	1.4256203
0.76990485	2.1584632	0.35861582	1.7256756
1.1316832	1.991364	0.93296957	1.5561446
1.5988371	1.7713906	0.61448109	1.2356508
1.7498908	2.024677	0.1768302	0.8138954
1.9463482	2.4420893	0.23833065	0.22194964
2.2110507	2.5061383	0.54413676	-0.47090772
2.0254889	2.186358	0.65337294	-0.7065587
1.2674942	2.0912185	0.25257006	-0.3971341
0.34931436	2.415864	-0.69301689	-0.29402128
-0.39507559	2.6965549	-1.7091771	-1.1066301
-0.73510885	2.8457603	-2.244091	-2.6099153
-0.27674702	2.9874382	-2.0504179	-3.8540499
0.64192325	2.9289303	-1.3715618	-4.1621342
1.2317991	2.7619359	-0.82546294	-3.6695225
1.2968234	2.6757662	-0.75637019	-3.1958928
0.90384269	2.2609096	-0.9608441	-3.2519903
0.51099539	1.3926953	-1.1152755	-3.7004881
0.6048215	0.72182977	-0.82196796	-4.1294765
0.69201761	0.65010434	-0.3530995	-4.0395856
0.027340565	0.90894943	-0.64493197	-3.4554067
-1.1521381	0.99876094	-1.5897589	-2.4876189
-1.980854	0.49942139	-2.5132725	-1.3541553
-2.1100621	-0.45101896	-3.4039488	-0.850371
-1.8894823	-1.2092866	-4.1444249	-1.269165
-1.670175	-1.7212517	-4.1975942	-2.2884636
-1.5580759	-2.1602287	-3.3336568	-3.6006045
-1.6353545	-1.8958541	-1.9798059	-4.4894052
-1.8516814	-0.66451299	-0.69114804	-4.4028673
-1.5583535	0.36615592	0.13744739	-3.6429956
-0.33019	0.17801194	0.15944476	-2.7279332
1.2309933	-0.75891799	-0.39745447	-1.9686712
2.3641875	-1.6461532	-0.96440405	-1.3840743
2.8580921	-2.3015585	-1.1978564	-1.0502628
2.7518644	-2.539289	-0.90203726	-1.0857337
2.101146	-2.1834719	-0.39154845	-1.2380471
1.3116099	-1.6064693	-0.44630849	-1.2758942
0.90164936	-1.4096855	-0.97306132	-1.3343331
0.80911189	-1.3654964	-0.83732253	-1.5188661
0.73988652	-0.91876656	0.39742306	-1.4085521
0.8504979	-0.49305269	1.7316272	-0.84925938
1.2673999	-0.76182824	2.1214705	-0.50465494
1.8952272	-1.7899536	1.5736389	-0.97980762
2.7333946	-2.7826021	0.6008094	-2.0122354
3.278615	-2.5594862	-0.18433096	-2.537956
2.9020493	-1.2053375	-0.40567154	-1.8023366
1.8837569	-0.15374278	-0.20148405	-0.62175488
0.76235354	-0.5439021	0.04425694	-0.19371121
-0.13818191	-2.040473	0.048227619	0.10022259
-0.56931633	-3.242862	0.050051991	1.3893794
-0.5617069	-3.2773893	0.36482456	2.7760735
-0.37293071	-2.6786351	0.65549695	2.5968807
0.086829007	-2.3620782	0.6183579	1.5241832
0.9845956	-2.308933	0.44393134	1.2955686
1.6639553	-1.725973	0.40602449	1.663579
1.6021729	-0.39172539	0.55012429	1.9622619
1.290166	0.88018763	0.372282	2.5468118
1.1805453	1.4185687	-0.38424206	3.1107621
1.1898961	1.2441045	-1.0774841	2.9174597
0.99062204	0.8232559	-1.3394986	2.11075
0.67740887	0.44963974	-1.3073083	1.2794334
0.8103618	-0.056551039	-0.89033782	0.64229423
1.6444567	-0.4366672	-0.24590026	0.17489092
2.8628783	-0.5584901	0.13867651	-0.093265668
3.8498945	-1.0743489	0.10629306	-0.052441232
4.061204	-1.8168672	-0.20714042	0.2349041
3.5441582	-1.7225301	-0.47756276	0.45376894
2.6730685	-0.76699305	-0.66617036	0.55170387
1.5129035	-0.058736313	-1.2610554	0.68955243
0.26740155	-0.13566582	-2.0680051	0.72900671
-0.52725637	-0.23691294	-2.3265932	0.295681
-0.56787193	0.50804913	-2.0944297	-0.59326369
-0.29423964	1.7055925	-1.8986809	-0.97391623
-0.24672601	2.031589	-1.6904229	-0.1867698
-0.23108433	1.1066648	-1.0699217	0.9042812
-0.007973128	0.097646788	-0.35451239	1.3531762
0.46031138	-0.14369078	-0.20422889	1.1928278
1.2737405	0.11078634	-0.49434856	0.70344692
2.1096818	0.54430383	-0.72915441	0.092102654
2.5595825	0.98525739	-0.77309978	-0.22230734
2.5279336	1.1741545	-0.64057362	0.16367173
2.063231	0.970976	-0.14279667	0.94842613
1.5260886	0.46865267	0.75009501	1.4847908
1.1287969	0.19840539	1.3534204	1.7184795
0.73561329	0.55138576	1.0024798	1.4622157
0.44055527	1.0616587	0.16187911	0.32871026
0.5397436	1.1935444	-0.13622169	-1.0057195
0.85177177	1.0688714	0.41604853	-1.6485311
0.79383749	1.1148764	1.1542522	-1.3937427
0.38640067	1.3303665	1.1212156	-0.57392889
-0.0031843688	1.5309201	0.070459992	-0.19503063
-0.08165314	1.7760117	-1.0827818	-0.74705446
0.43870652	1.7053313	-1.2603112	-1.5767066
1.1399453	1.016245	-0.45284387	-2.2050478
1.4478229	0.23043562	0.61242145	-2.2215705
1.5290604	-0.14508738	1.5029658	-1.3846545
1.6919856	-0.10171697	1.8716583	-0.32521972
1.9315333	0.13686061	1.4693691	0.42872515
2.2025957	0.47595671	1.0495582	0.97125262
2.5802467	0.9910298	1.3606359	1.6634005
2.6985822	1.2876253	1.9100263	2.5130744
1.9746118	1.001448	2.0529838	2.8880334
0.84576541	0.58214766	1.9532678	2.6802275
0.089513548	0.35730726	1.8099507	2.5831578
-0.29261896	-0.10354973	1.4106163	2.4709601
-0.373036	-0.88516021	0.79320723	1.4708626
-0.015335945	-1.3931042	0.18504781	-0.18783584
0.73113567	-1.2044016	-0.41821751	-1.3586569
1.2481595	-0.60453051	-0.8036589	-1.5071
0.95458364	0.020767422	-0.68015331	-0.99040073
0.68555593	0.4298732	-0.38109615	-0.45785514
1.5527592	0.28588831	-0.21259606	-0.14864051
2.9861443	-0.056989059	-0.094814725	0.33725625
3.5991118	0.30326712	-0.022502465	0.96815968
2.9497643	1.476508	0.24775113	1.0663515
1.8838041	2.327363	0.77786273	0.81351405
1.2652702	1.9452018	1.0277419	0.80441236
1.1073656	0.91985911	0.8520062	0.86393273
1.124575	0.23158623	0.74103612	0.89387023
0.93750572	0.28429046	0.98874408	1.3441439
0.43823063	0.76456541	1.2053096	2.0763135
0.17391263	0.98574561	0.88391066	2.2179668
0.42948976	0.63382798	0.056798734	1.732445
0.94748276	-0.19234629	-0.77437723	1.3617032
1.2430612	-0.8167488	-0.97251886	1.3883643
1.007202	-0.56804156	-0.35334659	1.8879473
0.72770357	0.31471404	0.52827209	2.5969141
1.0182179	1.031248	0.89191079	2.8062999
1.7117144	0.99293745	0.73482931	2.477509
2.1346724	0.30000216	0.64767051	2.3710749
1.7608734	-0.37147462	0.73413229	2.6386259
0.99190038	-0.57073444	0.8648091	2.3165638
0.7709071	-0.45454153	1.3794838	1.1005878
1.1375083	-0.44005844	2.1879559	0.14100587
1.3177724	-0.78031242	2.5255024	-0.05212659
1.2807575	-1.4422941	2.4389088	-0.27947974
1.7682048	-2.28615	2.2815969	-0.53172559
2.4366109	-3.2561712	1.8592216	-0.032421969
2.2547626	-4.812386	1.2164167	0.93897325
1.3571261	-7.023047	0.6584577	1.4183664
0.44857964	-7.7262468	0.39191264	0.966883
0.12128311	-5.362093	0.36132818	0.062222965
0.53197467	-2.2987099	0.45297343	-0.42479935
0.85705823	-0.69338757	0.95285273	-0.1223542
0.49764702	0.097781569	1.9709146	0.59810311
-0.085418373	0.70660108	2.4952066	1.1204962
-0.31539711	0.7848354	1.7239691	1.2598915
-0.15745789	0.44257155	0.43843135	0.91983515
0.15175723	0.32278481	-0.36053663	0.26891077
0.50807595	0.58937442	-0.50268418	0.16665019
0.61280739	1.0895021	-0.34833866	0.89180601
0.067602195	1.5999773	-0.18363038	2.0089049
-0.84659731	1.5918887	0.053143039	3.3185251
-1.4570733	1.1631913	0.082648426	4.2593756
-1.2510233	1.1764088	-0.38876969	3.9035971
-0.14366369	1.6913666	-0.69762218	2.3250799
1.2889923	2.0041685	-0.25871918	0.72144127
2.129096	2.0339353	0.38723224	0.056360483
1.8270214	2.036114	0.556234	0.27277029
0.88729304	1.8162545	0.069538027	0.94922262
0.30285037	1.369343	-0.69543719	1.5455744
0.17725596	0.91110867	-1.1100919	1.6883692
0.12754874	0.60265452	-1.1797861	1.8016305
0.19955644	1.0611387	-1.3512694	2.185832
0.2756646	2.2912328	-1.6867449	2.4126599
0.19332856	2.926168	-1.7987959	2.5186892
0.50199389	2.5156286	-1.500551	3.0450227
1.5555092	2.1430562	-1.1530631	3.9545157
2.5072923	2.1816785	-0.93095112	4.5154076
2.3549144	2.0070541	-0.74654847	4.0903506
1.3787855	1.503268	-0.66231537	2.876312
0.85453403	1.1479219	-0.97538656	1.6208056
1.3480575	0.87447709	-2.2528591	0.8992793
1.9244063	0.42738545	-3.9729559	0.99165159
1.7549566	0.26665166	-4.0744972	1.694146
1.2884903	0.57531446	-2.0350418	2.0239084
1.3310919	0.83876705	0.046599403	1.1844919
1.9766423	0.77737582	0.72458702	-0.27349687
2.6271627	0.61365843	0.58106053	-1.0672282
2.7075617	0.66966331	0.85747451	-0.53916699
2.190666	1.0144072	1.817758	0.7775895
1.2984238	1.3585005	2.5497875	1.728366
0.44693428	1.2308674	2.5075247	1.777675
-0.06805791	0.78941089	2.0255709	1.3416231
-0.27440789	0.50592053	1.5445406	0.96064323
0.02397408	0.18464319	1.2210754	0.55294287
0.56931001	-0.16825461	0.94949019	-0.29387096
0.6980775	0.099356197	0.77179962	-1.1514776
0.51314223	1.087937	0.79527742	-1.2391679
0.37672648	2.0268843	0.87672192	-0.86892253
0.33250669	2.0520699	0.89770728	-0.68395144
0.24075142	1.194715	0.83976501	-0.66052651
0.14657852	0.46855736	0.76525414	-0.44073766
0.36299214	0.49254787	0.72816133	-0.25831741
0.58024049	1.1686133	0.64437008	-0.49773917
0.44208005	2.0557454	0.39163685	-0.19568795
0.5064556	2.2825925	0.03596459	1.5100441
1.1031992	1.655403	-0.057625517	3.2685282
1.6749904	1.0089759	0.32573232	3.4458027
1.6742058	1.0031947	0.83813912	2.4586296
1.2331611	1.4310969	1.0475473	1.7578167
0.78217411	1.4322585	1.1973917	2.0142283
0.67907095	0.7065652	1.5456815	2.7975698
1.2176133	0.12961797	1.7457887	3.0826979
2.3226788	0.43504852	1.6123182	2.2833879
3.3355787	1.274368	1.4934629	1.1274956
3.5252826	1.8099664	1.7796515	0.6075629
2.7302949	1.7071601	2.4208591	0.82907903
1.4294593	1.3159404	2.8254185	1.4704453
0.34771413	0.90636075	2.5478981	2.2276721
-0.18071312	0.46957999	1.7497984	2.9075956
-0.2161956	-0.0081864642	0.81998038	3.0887926
0.29797071	-0.33923838	0.28654033	2.2459552
1.3016498	-0.32269678	0.42639634	1.0000287
2.3154716	-0.10149883	0.76373953	0.54625553
2.8292716	-0.15122923	0.9026013	0.8528682
2.9361539	-0.65475476	1.0591638	0.96677119
3.1185915	-1.073337	1.4873095	0.93496907
3.4538591	-0.69031256	1.9198238	1.3810064
3.52864	0.62986332	1.9792763	1.6667117
2.9113791	1.9633209	1.7854236	1.0212723
1.9180024	2.3612127	1.578228	0.07666786
1.418455	2.1574922	1.4093462	-0.064798161
1.426541	2.068048	1.1992106	0.86527079
1.4030424	2.1540642	1.1492857	2.2273395
1.4650528	2.3520002	1.4613959	3.1294703
1.7598313	2.4235394	1.4838005	3.0549517
1.8821882	2.0942881	0.85604882	2.2286446
1.7753199	1.7611625	0.42918253	1.2465329
1.6747053	1.589107	0.7241177	0.29331145
1.4273399	1.1996934	1.125783	-0.57509327
0.99442935	0.46124879	1.1240283	-0.86062151
0.76476246	-0.39159149	0.8149904	-0.44438207
1.0548152	-0.62472445	0.21572261	0.19362907
1.6845415	0.097414665	-0.72743112	0.58170015
1.9432697	1.0583626	-1.68392	0.26227549
1.452052	1.7250674	-1.9804045	-0.60573089
0.48326525	2.1495543	-1.1655294	-1.1656852
-0.50243235	2.3266401	0.31156895	-1.0024893
-0.75165904	2.1499228	1.5441884	-0.2059283
0.02819608	1.7159928	2.1516895	0.9272334
1.1364359	1.4951715	2.242708	1.904137
1.9654024	1.774671	1.6090167	2.1740711
2.3176942	1.9588225	0.40287292	1.6884061
2.0090084	1.5058142	-0.43202013	0.93623745
1.1749737	1.0083171	-0.54039574	0.1657567
0.50994116	1.1360611	-0.35666966	-0.54740959
0.28056258	1.6321321	-0.25936532	-1.2795333
-0.050025363	1.94463	-0.21351919	-2.1088896
-0.55114669	1.8222439	-0.089980811	-2.5896223
-0.70999372	1.2862766	-0.010962293	-2.6662798
-0.47487	0.82477313	0.12741204	-2.5654013
-0.11843192	1.029377	0.44815704	-1.8415737
0.056994144	1.7838589	0.54593199	-0.31372219
-0.11779542	2.6480083	0.24307293	1.0827774
-0.44866517	3.1793377	-0.027033698	1.4777091
-0.55482918	2.9488096	0.12597643	0.89210933
-0.28715888	2.1642301	0.59257108	-0.21191959
0.17912805	1.6672029	0.76113516	-1.1429375
0.66197067	2.001224	0.20998666	-1.4620216
0.7464729	2.7992132	-0.47556746	-1.3488756
0.0089633474	2.9917233	-0.49488717	-0.89260143
-1.0562857	2.0949485	-0.089440733	-0.20802011
-1.6260725	0.83085859	0.024070293	-0.048549328
-1.764693	0.05283789	-0.19238612	-0.63851905
-1.8333318	-0.022392364	-0.33544004	-0.72441679
-1.5168525	0.39567575	-0.42665216	0.23115733
-0.51750052	0.97829747	-0.4255926	0.78739327
0.5722537	1.3466349	0.20256399	0.073885396
1.1899623	1.3619162	1.3924198	-0.45921564
1.4701743	1.1804334	2.1398327	0.60766637
1.2591285	0.98626322	2.1113806	2.228303
0.67178524	0.91771007	2.0679014	2.646502
0.57841301	0.94576973	2.1921439	1.7992887
0.98395222	0.99043918	2.2135587	0.74861741
1.1234963	0.99597502	2.1410704	0.34605056
0.83923453	0.86204755	1.7705296	0.6449008
0.53319323	0.65580046	1.1366775	1.0952158
0.33043224	0.39520806	0.63303	1.5789467
0.021225944	0.12067319	0.49567324	2.3589318
-0.38669157	0.33133295	0.68007565	3.2508323
-0.62173933	1.0802087	0.90224582	3.5406671
-0.59309316	1.5332146	0.86053538	2.8896351
-0.5360992	1.3057917	0.56221783	1.9229792
-0.89134967	0.88531381	0.53807467	1.4476714
-1.5753016	0.58991665	1.2233018	1.6118333
-1.6058067	0.62539357	1.863778	2.0347843
-0.67913246	1.1592816	1.7012079	2.3416028
0.24540423	1.4852461	1.4358127	2.3226941
0.57492024	1.0220165	1.6087109	1.8634442
0.816194	0.61263436	1.9518465	1.1282258
1.4355066	1.2690034	2.3238902	0.5092088
1.9868248	2.5320349	2.7556636	0.13850993
1.8848616	2.98873	3.0375409	0.038507361
1.3796146	2.0066297	2.7755616	0.35832876
1.1002498	0.6680696	2.0822055	0.90967536
1.2372251	0.1895449	1.3390167	1.2517844
1.4586862	0.14427833	0.70485789	1.2976792
1.2403646	-0.16684619	0.35821989	1.1505488
0.40201902	-0.21269494	0.42840999	0.66402352
-0.7985847	0.4845624	0.83539563	-0.16190343
-1.9216132	1.109794	1.1650984	-0.61117631
-2.3118191	1.0219132	1.2856275	-0.30242389
-1.7705405	0.92731166	1.5946245	-0.15508489
-1.1449426	1.2157326	2.0843976	-0.82757592
-1.2366196	1.275111	2.3744574	-1.6653358
-1.5345173	0.80641341	2.1790695	-2.0043643
-1.2031238	0.05250632	1.6178484	-2.0022333
-0.55818522	-0.68739808	1.0562564	-1.7313856
-0.15861443	-1.1768503	0.5184989	-1.0027335
0.17023553	-1.2628868	-0.097707003	-0.087206766
0.61069632	-0.90248007	-0.4142195	0.37648132
0.79280424	-0.27361059	-0.091394275	-0.065243706
0.47329882	0.41516778	0.49458507	-0.89771056
0.0038562503	1.2486327	1.0375565	-1.1590843
-0.34367701	2.0284376	1.5917253	-1.0729556
-0.56895173	2.2012022	2.0382535	-1.3399838
-0.53921509	1.9193859	2.2766976	-1.4221807
-0.18206887	1.9353739	2.3241556	-0.82416922
0.3586573	2.1737788	2.2495487	-0.26261976
0.70829123	1.9055341	1.9767915	-0.16322994
0.4225809	1.1047872	1.419492	-0.14755818
-0.38723215	0.022794606	0.82354438	0.11890669
-1.0319641	-1.1239297	0.54048949	0.75150555
-1.0536302	-1.5084374	0.69033676	1.5483158
-0.64310825	-0.80526155	0.84412587	1.7706786
-0.31413954	0.10514201	0.63940001	0.84772336
-0.11443125	0.63127869	0.19412147	-0.53684974
0.47480339	0.85466939	-0.12850083	-1.0266167
1.5010101	0.8143667	0.056665659	-0.33840573
2.138232	0.64509493	0.6642611	0.68299621
1.8516957	0.58222967	1.3620057	1.4530531
