#trace90	trace92	trace94
-95.534958	-15.916033	-64.181885
-84.042801	-12.145689	-68.037506
-71.496468	-11.730619	-71.430611
-58.525181	-11.797729	-76.55574
-48.836063	-11.879102	-80.48661
-42.70256	-15.090675	-81.480591
-37.150024	-23.84354	-85.047356
-32.295654	-34.554317	-97.240028
-31.015343	-39.334671	-111.56254
-33.904522	-34.878754	-113.19556
-39.560017	-27.196602	-99.001305
-48.251209	-23.944996	-79.723175
-61.119072	-24.895855	-65.380127
-75.964966	-24.858313	-58.418056
-88.538094	-22.081436	-56.393982
-96.439461	-19.366989	-55.905029
-98.176666	-21.308813	-54.723816
-92.721741	-32.171974	-52.028751
-81.47644	-50.894993	-46.820694
-68.663055	-68.511925	-38.400364
-58.90987	-77.143646	-29.600706
-53.688641	-78.127411	-24.368568
-50.695538	-77.983398	-22.865755
-46.344925	-81.769356	-22.613453
-38.983929	-87.534981	-21.78257
-29.627859	-88.061462	-20.905821
-20.077974	-82.945892	-22.383324
-12.161593	-79.842995	-27.233631
-7.3592668	-83.33181	-34.766949
-5.9972935	-92.102722	-45.633568
-8.5345221	-102.5611	-60.242592
-15.151079	-112.83892	-74.047165
-23.050449	-124.41696	-79.828781
-29.242508	-135.82658	-76.828644
-32.733532	-140.05592	-71.812126
-31.613117	-132.78258	-68.706459
-25.146051	-117.86837	-65.278992
-17.218266	-101.57507	-60.12561
-12.475871	-86.278656	-53.613678
-12.869807	-72.624458	-44.356956
-18.420961	-61.974972	-31.654356
-27.517225	-56.096466	-18.640814
-38.000946	-55.7668	-8.4628181
-47.231655	-57.740349	-1.3105613
-52.090065	-55.753212	3.0501812
-51.933022	-47.610775	4.7890897
-49.087147	-37.721954	4.8238134
-44.369038	-30.566265	4.1677518
-35.936668	-26.275826	4.0767016
-24.546148	-24.906153	4.2458057
-15.377119	-30.792255	0.95268738
-12.533888	-48.90588	-9.4847841
-15.776161	-76.636826	-26.770081
-22.856363	-102.28436	-46.511723
-33.209763	-115.00507	-64.195488
-47.803806	-112.75211	-80.11396
-63.174435	-99.992706	-98.846016
-72.291061	-82.992943	-120.66943
-73.935219	-66.814232	-135.14543
-72.823486	-54.047131	-133.36351
-73.768791	-45.115799	-120.842
-80.383949	-39.246792	-112.14834
-91.464233	-34.756371	-117.09495
-98.98333	-29.570053	-129.37187
-97.726257	-22.363649	-134.84418
-91.735695	-13.760419	-131.82649
-87.206596	-6.6568422	-129.93927
-85.888901	-3.1381998	-132.70201
-85.342468	-1.3117344	-133.40089
-82.144264	0.96421045	-127.59177
-76.446259	2.3271027	-121.23084
-71.898674	2.1432443	-122.60967
-71.290596	2.4687665	-128.7338
-75.426613	4.4490919	-129.38931
-82.414368	7.135745	-124.2685
-87.554916	8.2279119	-121.78217
-86.40979	5.4331508	-125.1451
-79.013176	-1.0528042	-131.02614
-71.031395	-10.597383	-138.23984
-67.831902	-24.865915	-149.297
-70.716148	-41.595432	-163.11931
-78.754662	-52.561398	-173.58739
-88.840904	-55.259789	-177.20088
-99.131905	-56.039505	-175.58601
-111.62507	-58.468849	-172.5291
-124.11525	-59.481079	-171.27609
-129.01062	-56.100132	-170.48141
-123.1506	-48.306171	-165.95898
-111.74441	-38.572681	-158.39183
-102.21398	-33.276047	-153.42751
-96.4804	-39.607227	-152.47337
-92.767815	-57.086006	-151.00655
-90.715073	-77.264603	-146.39359
-89.878113	-94.714348	-139.19458
-89.148682	-110.38362	-130.37001
-88.442955	-122.4972	-123.99108
-86.907669	-126.27808	-126.63654
-82.993317	-123.39463	-139.02107
-77.901199	-119.15965	-154.0311
-73.373848	-113.74177	-166.88466
-68.798264	-105.96758	-178.07326
-64.916519	-99.426659	-187.30539
-63.913643	-98.932686	-194.69637
-65.93541	-104.40347	-202.2045
-71.216164	-110.16457	-210.16444
-82.21154	-112.68427	-214.65681
-97.796692	-114.04608	-209.91156
-109.83894	-116.02917	-196.39587
-110.78384	-117.80835	-181.29555
-101.88831	-118.0802	-169.13017
-89.255005	-116.70947	-159.46648
-76.589035	-115.52168	-150.29591
-66.080109	-116.82941	-139.65193
-59.516815	-118.03363	-129.75584
-57.369862	-115.12581	-127.20412
-57.780281	-111.50495	-133.60748
-57.35923	-113.13517	-141.92088
-55.794743	-121.757	-146.26622
-55.161263	-135.46188	-148.42575
-54.312984	-149.4373	-152.45439
-51.905018	-159.19167	-156.70421
-51.716915	-165.30853	-156.36255
-58.773685	-170.26326	-150.73268
-74.414772	-170.84142	-142.51044
-97.090889	-162.24847	-133.71552
-124.36555	-150.39308	-125.53277
-150.10463	-149.74277	-120.77467
-165.98012	-166.21776	-121.46259
-169.05737	-189.19046	-123.41803
-162.37241	-204.95056	-120.25838
-152.98819	-213.37807	-111.75103
-149.40584	-224.40376	-102.5369
-154.00568	-241.93781	-98.402206
-160.26852	-255.33405	-102.09204
-161.71735	-250.36967	-108.23586
-161.31453	-225.55956	-109.02711
-164.66142	-190.79674	-105.11919
-167.01413	-158.4973	-103.3898
-159.43527	-137.54251	-106.60328
-141.47845	-126.92647	-111.75924
-120.27791	-117.5237	-114.15285
-104.07478	-103.30353	-111.17045
-97.597855	-86.212936	-103.13113
-100.74361	-70.743904	-91.368523
-109.86957	-58.860039	-80.032021
-119.09944	-50.688499	-75.645615
-123.12723	-47.557793	-80.369553
-120.8433	-53.169823	-89.295792
-115.71292	-67.832703	-96.321503
-110.44219	-83.106262	-100.06971
-104.64254	-89.137939	-102.9915
-98.535751	-85.149094	-106.47112
-94.073708	-77.58136	-109.31535
-92.295753	-71.408501	-110.4549
-91.095779	-67.645302	-110.962
-87.47377	-65.580742	-112.20882
-81.866905	-64.662376	-114.45553
-76.928215	-65.411476	-117.87961
-73.615082	-68.22657	-122.0061
-71.761627	-73.770844	-124.86588
-71.90416	-84.182114	-124.75201
-74.713852	-99.434586	-120.66394
-78.854294	-114.88641	-111.97752
-80.956177	-124.09884	-99.933388
-78.977066	-122.7004	-87.130775
-72.836708	-110.96911	-75.073105
-62.759754	-94.440483	-63.367569
-51.474537	-79.775787	-51.774055
-43.213921	-68.474609	-42.887924
-37.935741	-58.065773	-40.860065
-32.157265	-49.024513	-46.955036
-26.219469	-43.543617	-56.334328
-24.082367	-40.32515	-61.336716
-25.709257	-36.699097	-59.249393
-27.461426	-32.508892	-54.565552
-29.413071	-29.505003	-54.104889
-34.262085	-30.191986	-60.319214
-40.065937	-36.374893	-69.019188
-40.781677	-46.282238	-75.064049
-33.627861	-53.684578	-78.286346
-21.870049	-53.510113	-82.387093
-10.97632	-49.70536	-91.28434
-4.3692217	-52.339077	-104.66398
-3.3576093	-64.881187	-116.03517
-7.4843888	-80.329529	-121.23331
-15.601669	-91.716263	-123.65377
-29.034174	-97.208511	-126.82418
-47.036388	-95.642349	-129.51872
-60.490425	-87.901474	-128.49107
-60.790859	-80.662712	-122.35324
-50.325417	-80.121475	-112.24413
-36.435604	-86.40419	-100.23989
-23.237804	-97.001091	-88.619904
-11.77732	-111.39436	-80.233055
-2.7227614	-129.62599	-75.737038
2.6380534	-145.90979	-71.681686
4.3272552	-152.3064	-65.334084
3.4416749	-149.04819	-58.118294
-1.3099543	-141.05609	-53.540623
-12.634681	-130.7285	-54.416546
-30.072727	-119.86488	-62.486984
-47.622948	-111.41023	-78.855095
-57.384361	-106.78703	-100.5697
-56.097157	-103.12491	-119.56739
-47.333954	-96.753342	-130.14919
-38.223999	-89.186111	-131.27718
-34.021553	-84.622353	-123.47847
-33.224461	-83.62413	-110.74895
-30.888414	-83.228386	-100.43646
-26.138062	-82.211052	-95.78817
-21.419319	-83.077271	-92.619728
-18.525236	-86.869987	-85.816536
-18.265759	-90.898376	-74.565628
-21.169807	-92.384941	-61.290497
-26.499342	-89.992599	-49.686592
-32.492847	-82.5205	-43.481766
-37.377247	-70.783409	-45.426785
-40.460949	-59.083443	-57.655262
-42.737888	-49.972446	-80.081123
-44.949299	-42.410831	-106.07925
-47.180138	-36.544106	-126.12228
-50.342964	-34.512821	-136.33266
-55.661739	-38.648476	-139.05444
-62.929218	-47.429184	-135.99103
-70.305428	-54.078278	-125.43214
-76.497513	-54.92741	-107.05497
-81.454697	-51.479576	-85.370697
-85.020866	-45.531139	-66.952171
-87.091866	-39.030231	-54.755989
-88.604225	-32.772339	-46.033104
-91.415413	-25.351421	-37.5676
-95.85965	-16.001341	-31.055216
-100.57689	-6.855783	-29.855648
-105.05209	-2.5392714	-32.629341
-109.11343	-5.4519219	-33.672028
-111.45664	-13.028529	-29.332144
-108.94611	-21.836586	-22.008181
-99.866432	-29.375763	-17.294832
-87.530106	-32.7262	-19.343281
-76.151573	-30.648149	-27.532682
-67.771423	-25.194826	-37.259754
-62.37619	-19.815388	-45.599998
-57.131264	-17.452789	-52.827087
-50.6185	-19.132406	-57.676159
-45.76141	-23.353752	-56.375664
-45.545044	-27.821182	-47.790829
-48.447441	-32.69244	-36.817368
-49.019104	-40.140312	-30.173664
-43.630306	-50.329941	-29.880184
-33.51606	-61.001122	-31.729052
-22.685125	-68.798523	-30.621056
-15.792277	-70.142723	-25.305429
-16.246862	-64.365158	-16.71174
-22.651648	-54.147457	-7.0190163
-28.132389	-42.285709	0.59197181
-26.717731	-30.666006	5.0881705
-20.090693	-20.70019	7.9499407
-14.150858	-12.342822	10.167087
-9.6995564	-5.8309369	11.677148
-3.6027055	-3.3027561	12.461446
3.2356639	-5.6593933	12.70073
6.9716654	-10.083032	11.84875
7.1336274	-12.983211	9.3863411
5.5523868	-13.245364	6.2457447
2.4395359	-11.566401	3.5968781
-1.3746825	-9.240159	1.6252681
-3.2103729	-7.8005881	-0.82201165
-2.6922965	-10.307138	-4.362927
-2.2281947	-21.188143	-7.1724186
-4.6842194	-38.920216	-6.7916584
-13.050544	-53.543049	-3.2716758
-26.396206	-57.346207	-1.273482
-36.028057	-51.085537	-6.2311134
-34.251022	-40.09222	-18.916887
-25.010576	-30.553066	-34.212704
-16.924765	-27.741642	-44.404476
-12.090595	-33.403294	-45.800133
-8.2880421	-45.079227	-39.941143
-5.6968193	-58.817665	-30.792696
-5.4952245	-68.887024	-23.066969
-6.1974015	-69.02597	-19.895258
-7.2399402	-59.439209	-20.129498
-11.231013	-45.683769	-19.393482
-18.860334	-31.508154	-14.890885
-27.137642	-20.197138	-8.265666
-32.239201	-15.642909	-4.816443
-31.743208	-16.662313	-10.795043
-28.629299	-17.956743	-27.711401
-28.727125	-18.078384	-47.991829
-31.444695	-20.037151	-61.660648
-31.933914	-25.815729	-65.873962
-28.800159	-34.704884	-64.374176
-22.467718	-45.566776	-60.749077
-14.389293	-58.058464	-54.729832
-8.7419939	-70.830246	-45.013554
-7.1130033	-78.274086	-33.56263
-7.0218096	-73.411903	-25.509871
-9.5007305	-56.360153	-24.493834
-18.833412	-35.315098	-29.120935
-33.667992	-18.212601	-35.9515
-46.001083	-7.6795502	-45.205578
-49.402111	-1.7033901	-58.364475
-43.536613	3.7646737	-68.697273
-32.562431	9.9460316	-67.421242
-22.106281	12.319244	-59.132462
-16.731773	5.3020258	-54.683083
-17.487097	-7.836688	-53.906288
-21.10154	-16.090778	-48.037922
-24.717628	-14.775021	-34.019081
-28.518404	-8.4887829	-16.593102
-32.16021	-1.9028784	-1.0608118
-34.727737	3.7809904	9.4196062
-37.583942	7.8246403	13.595655
-43.033485	8.1872549	12.712686
-51.379749	6.1511445	10.518442
-61.192493	6.3468285	9.9060583
-71.841637	9.7290459	9.4654808
-84.235832	13.793384	6.915226
-96.879326	16.817348	3.4498405
-103.96442	18.019161	2.2618899
-101.81975	16.641121	4.7579575
-93.496071	12.582923	8.8939896
-83.945137	4.2949834	11.624049
-75.048882	-11.912192	11.492865
-67.162483	-33.703671	8.778101
-62.2738	-50.246578	6.2873678
-63.109257	-52.898327	6.9954786
-68.821823	-42.131763	10.200397
-74.155098	-25.083483	13.462843
-76.465942	-9.8021841	15.670671
-78.540138	0.25478274	17.096838
-81.715446	5.1718192	18.224697
-83.833542	4.7542214	18.911358
-83.907417	0.81014138	18.995405
-84.709312	-2.8890476	19.899401
-87.824745	-6.9041338	22.960541
-89.14698	-14.80861	26.568197
-84.818848	-24.975273	27.569469
-77.482567	-30.476549	24.701653
-71.486969	-27.516327	19.325003
-66.47654	-20.202324	12.8083
-61.29921	-14.773639	5.4321256
-56.63707	-14.126621	-1.2944603
-51.642555	-21.77537	-5.0037456
-45.852989	-41.623749	-6.8789215
-40.657833	-65.494377	-11.821494
-35.50396	-75.833031	-21.362452
-28.482399	-69.047882	-29.760664
-20.181488	-57.577965	-32.036633
-13.690619	-50.013958	-30.469355
-11.269064	-45.058796	-28.691042
-12.377548	-40.440495	-25.254454
-14.947649	-37.066799	-17.125822
-17.069139	-35.660965	-5.5881968
-16.837221	-33.436943	2.7254426
-13.094148	-27.260534	1.9652914
-8.0859184	-19.460133	-6.5911484
-6.454699	-15.201822	-16.877705
-11.053011	-16.9513	-24.444271
-20.410049	-24.598557	-29.996143
-27.659685	-36.730434	-36.668186
-25.073992	-49.786392	-45.229717
-12.945056	-57.713589	-52.600033
1.2078248	-56.085758	-53.979004
10.990378	-48.419975	-47.091446
15.126526	-43.552216	-34.413052
16.400259	-45.169662	-20.371483
17.925253	-49.904358	-9.0959291
20.289457	-52.750042	-3.7011352
21.794048	-49.169792	-4.4784889
18.477861	-37.893322	-9.5552778
6.729888	-23.281391	-17.289112
-10.782705	-10.570773	-25.975376
-26.791798	-1.1505185	-32.961693
-37.297009	5.0200315	-37.422016
-42.515083	5.9833236	-41.840237
-42.229984	0.16647553	-49.102707
-36.819889	-9.7910433	-59.23465
-29.197948	-17.906033	-67.956848
-20.943239	-19.647179	-70.986404
-11.375459	-15.855462	-69.714508
-0.80057824	-10.530253	-68.77005
8.3041649	-6.0427904	-70.855583
12.962923	-1.9281131	-74.387924
11.805185	2.5389681	-75.339478
7.5286808	4.3072739	-70.416306
5.5392957	-4.2201695	-59.732502
7.5633111	-27.848547	-48.208359
11.320399	-56.297703	-38.900955
15.334363	-70.696037	-30.710985
19.052267	-66.527458	-24.541862
21.663731	-52.929573	-22.603455
22.566267	-36.158371	-24.333635
22.397501	-19.268124	-26.378803
23.081598	-6.6730151	-26.563654
25.250994	-1.9314831	-28.202507
26.214714	-6.0937104	-34.501198
23.024324	-15.621263	-41.429539
17.388628	-22.941809	-43.524632
13.896527	-23.135736	-41.440472
13.279041	-18.487549	-39.280773
11.531849	-16.586864	-38.590336
6.2066741	-23.57798	-37.662285
-0.31354177	-38.227604	-34.988274
-3.5347233	-53.222507	-32.295425
-1.591867	-62.103207	-32.867409
2.8209717	-63.130821	-37.545319
6.9038467	-58.890072	-43.356766
10.316687	-53.119019	-47.164845
11.9749	-48.422306	-49.745907
9.0035744	-45.636456	-51.703087
-1.7999995	-42.86536	-49.902035
-21.358145	-37.932407	-43.561527
-44.945797	-31.356941	-37.26067
-62.964954	-24.029846	-33.171753
-67.112991	-16.409599	-27.958368
-57.410358	-10.079823	-19.860775
-41.527477	-6.7944093	-12.110733
-28.68033	-7.1933212	-9.0729342
-26.685751	-9.9459105	-11.525469
-38.025055	-12.188682	-18.193562
-55.545963	-11.802285	-30.261011
-67.097069	-8.4689093	-47.934574
-67.222832	-5.3103409	-67.182976
-60.088337	-8.159977	-83.809433
-50.857239	-18.811697	-93.903976
-42.573067	-32.611168	-92.870888
-37.202877	-42.554401	-79.598373
-33.10508	-44.104465	-59.686539
-27.645147	-37.932732	-41.120968
-22.147886	-27.384892	-29.600679
-18.533041	-16.474401	-28.924261
-15.280576	-9.6919241	-38.291813
-11.369701	-9.7546921	-48.714325
-9.505331	-14.859229	-51.092896
-12.145215	-19.835535	-45.789211
-18.943205	-20.607368	-37.83432
-28.422993	-17.074568	-28.952366
-38.841118	-12.752025	-18.80892
-47.540318	-11.498207	-8.5159864
-52.581188	-13.095517	-1.1671187
-55.768196	-13.006143	-0.44077614
-57.576637	-8.1319942	-6.4612026
-55.247372	-0.5997175	-14.757812
-50.1534	4.2813506	-21.209772
-45.955994	1.7004365	-24.208925
-44.143532	-9.0827398	-23.005798
-46.70491	-22.681229	-18.313316
-53.932117	-32.014397	-13.676804
-63.993752	-36.592861	-12.475186
-76.837395	-40.448345	-13.222656
-89.676918	-43.511284	-12.271072
-97.327385	-41.581631	-10.043667
-100.07565	-34.290577	-8.3760414
-102.66849	-27.619413	-5.7608452
-108.37145	-25.844179	-0.6231631
-115.2002	-27.317484	4.878098
-118.28968	-29.382225	6.2258964
-116.31435	-32.102795	1.2298137
-112.042	-37.176888	-6.5002193
-107.5761	-43.003998	-11.059439
-101.35966	-44.077381	-10.849905
-90.185776	-38.692993	-9.7930288
-76.439247	-31.168697	-12.053576
-67.966591	-24.847139	-18.099813
-67.594223	-20.618544	-26.245836
-70.57724	-20.228214	-34.836983
-72.113426	-23.487015	-41.891113
-71.346916	-26.012928	-44.575878
-71.620613	-25.964561	-42.253384
-76.720688	-26.252697	-38.083389
-83.183662	-27.296265	-34.199509
-84.695709	-27.449739	-29.097918
-83.018608	-29.305304	-21.475485
-82.776077	-35.817764	-12.86959
-81.74115	-43.593338	-5.6089826
-75.529015	-48.342697	-0.97348702
-65.592766	-52.279839	-0.69424361
-57.42778	-60.106461	-6.4929399
-54.355522	-72.860413	-17.11134
-54.675877	-86.820312	-29.130646
-54.535088	-95.782471	-38.981934
-51.446281	-97.574738	-43.098003
-45.357086	-97.038811	-40.385941
-38.923489	-97.808121	-32.901371
-34.189251	-98.068604	-23.065737
-29.024252	-97.910812	-14.217149
-21.827974	-100.0031	-10.30749
-16.522972	-103.10564	-10.975247
-18.07938	-104.20389	-11.562327
-25.513805	-103.09374	-10.464862
-32.026886	-99.96479	-9.1154575
-32.551033	-93.538857	-6.7334824
-30.71158	-84.25721	-2.7009487
-34.192696	-77.489456	1.3337432
-44.622261	-79.823662	3.1720905
-56.265808	-91.434296	0.70730281
-62.353584	-103.9556	-5.2131572
-61.490459	-106.98654	-8.9178581
-57.197315	-98.458252	-7.6593232
-53.334938	-86.529579	-6.41787
-53.414593	-79.802696	-9.4159231
-58.985245	-79.415733	-15.319446
-66.518333	-80.198135	-21.876551
-71.403854	-76.271317	-29.147188
-73.181435	-66.334641	-35.592529
-74.943558	-54.328293	-35.100952
-77.929787	-46.345879	-25.120007
-77.844208	-47.930042	-12.432301
-73.034233	-62.351936	-5.850132
-69.850731	-89.841736	-7.1710262
-71.029259	-123.15932	-12.106315
-70.03492	-148.52031	-16.620056
-63.651154	-160.26054	-21.650253
-56.91563	-163.24092	-33.105289
-53.78157	-161.0457	-52.263317
-54.927376	-153.62454	-70.2845
-60.948868	-141.36943	-78.805061
-70.226807	-126.80228	-79.769333
-79.967285	-113.44646	-79.221146
-87.839821	-104.19398	-76.744972
-88.850311	-100.3543	-67.789268
-79.799347	-98.911118	-54.042
-66.992195	-94.642166	-45.028538
-60.704815	-87.946274	-50.815807
-63.435581	-83.021866	-72.930473
-68.690025	-79.51622	-99.472961
-69.422699	-73.945305	-114.61433
-63.171032	-65.559319	-114.26046
-51.970798	-57.683346	-107.21285
-40.805923	-53.544777	-103.79987
-35.982342	-52.679703	-108.09194
-42.531876	-54.253689	-115.82171
-58.493916	-60.515614	-117.6729
-75.466545	-73.484543	-111.54236
-87.66993	-88.366806	-105.32282
-92.291359	-96.613922	-102.09357
-88.591003	-96.153976	-96.423241
-83.16674	-92.017166	-86.986687
-84.250893	-87.242111	-80.263641
-92.358688	-79.258743	-80.697205
-102.3643	-67.011864	-85.950111
-107.60778	-54.068161	-91.049057
-104.50258	-43.245125	-91.734901
-98.161148	-34.385288	-87.173042
-95.972694	-27.561352	-78.462463
-98.443901	-24.715052	-67.659492
-101.0803	-25.834023	-58.795128
-99.668472	-27.325256	-54.622036
-95.153671	-26.770775	-54.053299
-93.903618	-25.85372	-53.778751
-98.251678	-26.952858	-50.390591
-103.1581	-29.200842	-43.450291
-104.56026	-30.217354	-36.59539
-102.24969	-28.775892	-34.987465
-97.028625	-24.872805	-43.420101
-90.109283	-19.722155	-62.155613
-80.465195	-15.080735	-80.73175
-67.181953	-12.502921	-85.638344
-55.475498	-14.646288	-76.211563
-51.477863	-24.167812	-62.138443
-56.221279	-36.858871	-51.037792
-67.879745	-42.774841	-45.01136
-84.099419	-39.322464	-43.414528
-101.7221	-32.673973	-45.276318
-114.53017	-28.232769	-49.644119
-117.3917	-28.03775	-54.621544
-113.4085	-31.337826	-58.774368
-108.58134	-34.57114	-60.86824
-104.05943	-34.703022	-58.328636
-97.497223	-33.126556	-51.020618
-88.297134	-34.090397	-45.98444
-80.237953	-37.821842	-52.480915
-77.439552	-40.23185	-69.389954
-80.094879	-40.047825	-85.361839
-84.415199	-39.021557	-94.413383
-85.418327	-38.334671	-97.594856
-81.775658	-37.419746	-93.833382
-77.392624	-34.074463	-82.696678
-75.510315	-27.65053	-68.708672
-73.494438	-20.091995	-57.507839
-68.90976	-13.738435	-50.921501
-65.185249	-11.133798	-46.181572
-67.141457	-13.709175	-39.79459
-74.322166	-18.929893	-30.958595
-82.428833	-22.531036	-22.033676
-90.295837	-22.982487	-15.790073
-100.71561	-22.619528	-12.456487
-111.96084	-23.772058	-12.381662
-115.53397	-25.157036	-18.950926
-107.6945	-25.183241	-36.610271
-94.016159	-24.606478	-63.216896
-80.020592	-23.027437	-86.531044
-66.703995	-17.870071	-95.171158
-54.490219	-9.6446323	-88.794365
-44.467297	-3.0955	-75.227982
-37.467628	-1.7825798	-63.066196
-33.597919	-7.7118511	-57.711212
-31.253431	-24.068077	-60.264194
-28.22616	-49.625576	-69.997932
-23.609291	-74.893028	-85.13179
-18.464441	-88.487198	-97.277977
-15.541072	-84.371727	-96.023308
-15.835041	-68.61644	-81.396233
-16.545145	-54.071388	-61.933624
-14.448785	-45.601349	-44.820103
-8.881649	-39.713501	-33.624111
-2.0148828	-35.488129	-29.490519
3.1519051	-35.300465	-29.693104
4.9676881	-36.426834	-30.727507
3.1918693	-33.147282	-32.168842
0.40581307	-25.332397	-33.747963
0.46435764	-16.536259	-34.34317
3.5874975	-8.6235933	-34.382183
8.0131731	-3.4706399	-35.575016
13.219807	-4.0484757	-37.275879
18.59267	-9.3340626	-36.747608
22.753592	-13.162111	-35.500309
24.165804	-11.497186	-38.01857
21.712774	-6.7303438	-42.796368
15.63173	-2.6851208	-44.66127
6.7119403	-0.69001508	-45.115345
-4.2172008	-0.86442447	-49.457756
-14.038027	-1.5392531	-55.775326
-19.024874	0.0030645449	-56.406441
-18.779684	2.4899113	-48.958309
-14.78159	2.1471281	-38.361366
-8.7046595	-0.34268484	-29.419271
-2.1348097	-0.23555873	-23.250116
4.1244593	5.1021228	-19.597431
9.5933599	13.753651	-17.528336
14.319914	21.715788	-14.350019
19.322315	25.972067	-9.371067
24.697424	25.466625	-4.2480893
28.776815	21.695009	1.4034135
30.544033	17.785995	8.1169786
30.575312	16.277676	14.112622
30.139631	17.933422	17.004831
30.125031	20.037033	15.651769
30.384769	17.30769	11.162068
30.024487	7.775918	5.7432995
27.791451	-3.8365691	-0.1785683
22.797754	-10.851864	-3.9857566
15.443092	-10.191196	-1.9251783
8.5573215	-2.4882653	1.7671243
5.414371	8.7876081	1.4700921
4.8415871	18.808666	0.81778771
2.4876156	23.828432	3.4796622
-2.6252193	21.6821	4.787921
-6.5723915	13.328863	1.076213
-7.2058363	5.2808318	-5.3224616
-9.3012772	3.5614831	-12.25631
-18.617516	6.1324916	-17.930176
-32.851646	7.4735527	-19.383013
-44.464844	5.7490482	-16.71718
-49.869053	2.7800841	-11.772344
-49.569656	0.92271477	-4.7878456
-43.17934	1.8386117	2.9562645
-30.116964	6.5567842	7.4794331
-14.725945	13.594649	5.4317403
-5.306819	18.960014	-2.781698
-6.8841076	20.769581	-12.082175
-16.692539	20.883675	-15.988274
-27.01222	20.448984	-12.462772
-31.662474	16.757254	-5.1752801
-28.158909	7.2770009	1.6842351
-18.628483	-3.9544473	7.1306739
-9.6353159	-9.0697393	10.61918
-6.1745906	-5.8284254	10.593374
-6.8882861	1.1600367	7.6586967
-8.1636305	5.2156553	5.4101043
-10.054532	-0.67990726	6.0577083
-14.48911	-17.481432	8.1934748
-20.837994	-34.185001	9.5904312
-26.624283	-38.88689	9.0452366
-31.151569	-30.767342	7.4218602
-36.121857	-16.414095	5.3245525
-43.274067	-2.4210436	-1.2357774
-50.594368	6.8357673	-17.548735
-50.533112	8.7241001	-40.732082
-39.686272	4.0430675	-59.123867
-24.882982	-3.1496763	-65.102043
-12.491206	-9.7363224	-62.028431
-2.6698759	-14.135016	-56.585247
4.3271928	-17.140085	-50.928333
7.062768	-22.405272	-43.965256
7.3581119	-29.952061	-35.73148
9.1763735	-35.022602	-28.970697
13.604134	-34.977718	-27.356016
18.806591	-30.805233	-30.03643
23.498865	-25.047464	-31.553221
27.485502	-22.860552	-29.268238
29.455765	-29.136494	-24.710976
27.249342	-39.310089	-19.153008
20.848961	-42.433464	-13.334502
12.042523	-37.519974	-7.742126
1.8668185	-34.678047	-2.9734561
-6.7398539	-39.030865	-0.21073237
-8.4763851	-45.116146	0.13802072
-2.8780735	-45.690353	-2.3164194
4.743968	-39.488338	-7.889339
10.389356	-32.495743	-14.450618
13.967164	-31.756735	-18.831091
16.661222	-36.588531	-20.602011
19.141638	-39.002464	-22.432882
20.683807	-34.579201	-26.422478
19.582626	-27.178625	-30.498638
15.381798	-19.987776	-30.601366
11.817323	-11.682822	-27.251757
14.541656	-3.1572595	-24.909164
22.966402	1.6147225	-25.219915
30.662079	1.2718194	-25.882143
34.422497	-1.6878992	-24.953888
36.388344	-5.8052707	-22.97772
38.708126	-11.975184	-21.080147
41.275768	-19.041542	-18.577099
43.595482	-22.788012	-14.606868
45.311882	-19.391529	-10.216323
45.191807	-9.8917313	-6.8165779
41.902378	0.072535567	-5.839653
36.340343	6.3236594	-7.8995781
30.999409	9.1994495	-10.82815
28.392643	8.3849306	-12.026938
29.644615	-1.0507641	-11.829063
32.671059	-21.206215	-13.504745
34.21814	-43.491737	-18.746265
32.754559	-55.501919	-23.129728
29.189951	-53.210621	-22.35354
26.348083	-42.383217	-20.381714
26.368553	-30.730255	-22.482019
27.814569	-21.344732	-25.581341
26.57169	-14.2262	-23.31011
20.917732	-11.328893	-15.831746
13.878955	-16.205122	-9.1455936
8.4155989	-27.965908	-8.4288635
4.1279011	-39.079887	-16.936651
0.11650466	-44.073616	-37.547451
-2.5918124	-47.519306	-66.787407
-2.5134745	-58.057503	-90.461189
0.21313404	-76.301414	-96.422089
4.6477628	-93.766609	-87.307495
8.7346249	-102.2736	-72.344391
8.6527853	-99.461113	-55.621647
3.4950933	-88.882469	-38.322086
-3.6790645	-76.802719	-23.531406
-12.89031	-65.388512	-15.029547
-27.811501	-53.166271	-15.18062
-47.224438	-41.73502	-24.147785
-61.474449	-34.454178	-38.347721
-61.940224	-33.191933	-50.999966
-50.767403	-38.395653	-58.121487
-37.023449	-47.307842	-61.544758
-27.792747	-55.314754	-63.68758
-24.255238	-60.478996	-67.224243
-22.675949	-62.334515	-75.226334
-19.527258	-61.14053	-84.905869
-15.897358	-62.077801	-90.726326
-14.80127	-72.802795	-91.988503
-18.767866	-93.40789	-90.672691
-29.423616	-111.77452	-88.007652
-43.563606	-113.94026	-85.582428
-53.303722	-99.609604	-84.177353
-54.037472	-79.773361	-81.947212
-49.942078	-62.823753	-77.482231
-48.863609	-51.047981	-73.224983
-54.591038	-44.699963	-72.055046
-65.374146	-41.730114	-72.551453
-77.608917	-37.583241	-71.546104
-87.235596	-31.920177	-68.744125
-88.349899	-29.40456	-67.490486
-77.475304	-32.194752	-70.322403
-59.311153	-41.240303	-74.317093
-43.639717	-60.026054	-74.041443
-38.206352	-84.901878	-67.505829
-44.011864	-100.0067	-58.60677
-54.536495	-94.502831	-53.288517
