#trace90	trace92	trace94
-29.483614	-12.032596	-53.498211
-25.867195	-11.700082	-55.938534
-29.058062	-15.995098	-52.16172
-38.261868	-24.122723	-43.664207
-47.958355	-30.783472	-32.407917
-52.140045	-30.329012	-20.708387
-49.403378	-21.513765	-12.827466
-44.049812	-8.864974	-11.973107
-42.813103	1.5949768	-16.047125
-47.767029	7.3016911	-20.799221
-54.540051	8.8729086	-26.565157
-58.421272	6.251718	-37.572826
-57.664864	-1.1451809	-51.514065
-52.951649	-11.166863	-57.523045
-49.429371	-20.571613	-50.044334
-53.261333	-28.07358	-34.219307
-61.167065	-32.600491	-17.587507
-62.807854	-32.698246	-4.6852036
-54.970875	-29.658922	2.6382444
-43.416824	-28.046658	4.132319
-35.522461	-31.107252	-1.2683717
-36.374798	-37.588356	-15.664253
-44.188271	-44.27866	-35.536556
-50.106285	-48.700447	-52.108761
-47.538303	-51.152153	-61.973583
-38.4505	-56.148567	-65.996101
-29.18821	-68.582306	-62.709396
-23.673855	-88.972878	-52.621567
-22.039471	-111.30524	-39.420185
-23.360338	-125.17342	-25.799448
-25.551752	-122.63482	-13.587245
-24.306131	-105.88785	-5.5063519
-17.039831	-86.84256	-3.8900104
-5.8568807	-74.218857	-7.7896876
4.1518826	-65.45285	-12.974926
8.2247362	-55.070221	-15.504251
4.4570231	-45.865303	-15.888378
-6.1499228	-45.286282	-17.631178
-19.037001	-52.801769	-23.068497
-29.238386	-57.987934	-32.675621
-36.808952	-53.08062	-43.726437
-40.536942	-42.257187	-49.902016
-36.030499	-34.808357	-49.090385
-25.05761	-33.30489	-47.599121
-13.044641	-33.75996	-50.777096
-2.6275015	-34.857231	-54.784706
4.3396502	-40.046696	-52.927647
5.9134703	-49.957054	-46.033791
3.8945441	-59.348427	-41.127407
3.2263255	-64.432961	-45.874481
4.9313264	-67.147285	-64.843094
4.3442016	-69.467888	-92.664291
-1.3925252	-69.605301	-113.60913
-9.237546	-66.777367	-116.57726
-16.783859	-63.028927	-106.00893
-26.630507	-59.88921	-93.733231
-40.109943	-57.04211	-85.145966
-52.368534	-53.204491	-77.505432
-58.224045	-46.983044	-67.53569
-58.087154	-38.531815	-54.068745
-55.148182	-29.473827	-37.322647
-50.099579	-20.812088	-20.859867
-41.798466	-12.333724	-9.5785732
-31.207857	-4.0636377	-4.6169105
-22.152229	2.01408	-3.9785624
-18.823002	3.8896306	-6.4961319
-23.505478	2.8902509	-11.014045
-35.67841	0.85506648	-14.093312
-51.135559	-4.8159895	-13.516639
-62.642693	-17.603441	-13.189857
-64.724014	-32.495136	-20.320282
-58.427235	-39.215736	-35.816071
-49.547302	-34.752258	-51.797375
-43.577183	-24.965748	-61.386002
-42.595146	-16.593193	-63.657715
-46.942635	-10.963837	-61.039761
-60.013584	-5.8030295	-57.421677
-83.993988	-0.6213727	-55.103294
-110.86868	3.0582979	-53.841057
-127.90133	5.4258871	-52.910698
-131.83501	7.7105646	-51.574963
-128.71121	7.6640434	-48.75631
-123.5024	2.1081774	-43.437458
-118.62997	-6.5869889	-36.536606
-115.49474	-13.138516	-31.306854
-111.08101	-15.999368	-29.141346
-101.16867	-16.618153	-27.537214
-86.846306	-15.959163	-23.803373
-72.780533	-15.248034	-18.508736
-62.18808	-18.686037	-14.151914
-54.831131	-31.997572	-11.623827
-49.10778	-53.208752	-10.287416
-43.550678	-70.398819	-9.877285
-36.725471	-76.338821	-10.007394
-27.823832	-76.494438	-10.647706
-17.486465	-78.625565	-12.47511
-8.0744228	-83.377464	-14.493345
-1.8067234	-89.182793	-14.84853
0.30810493	-99.52977	-12.54887
-1.3458253	-117.93363	-7.8383946
-4.9490924	-136.67093	-4.4456744
-9.1349258	-142.05101	-7.3969884
-12.741629	-132.27855	-16.639896
-13.426208	-117.25078	-28.555445
-9.2611103	-107.05676	-43.36652
-2.1217649	-104.35036	-61.228916
3.4484754	-103.66435	-75.796349
5.584765	-100.30912	-79.926483
6.2687383	-95.617599	-72.052498
7.8183661	-93.56559	-57.72876
10.271132	-97.019516	-44.819077
11.797606	-105.78265	-35.767673
10.656947	-116.59119	-28.850071
6.196281	-124.54197	-23.809381
-2.5667429	-125.61713	-20.400406
-18.101597	-119.14725	-16.754173
-38.672752	-106.31876	-13.146579
-54.30196	-89.840347	-11.707513
-57.413616	-76.181602	-12.251445
-51.703415	-72.410004	-13.209158
-44.627628	-78.884819	-16.109425
-41.250183	-90.007805	-23.938591
-43.412338	-100.38046	-34.122353
-48.190857	-104.7095	-40.449268
-52.025578	-98.715492	-43.459309
-55.151154	-84.434105	-50.201698
-58.765999	-69.837891	-63.744064
-61.723774	-61.43293	-78.297775
-61.889938	-58.937927	-84.52195
-57.973068	-57.674728	-79.276413
-50.819176	-55.111305	-67.618279
-43.112305	-54.000111	-56.011066
-36.747818	-57.605656	-48.133419
-31.65114	-62.253017	-45.481228
-26.545944	-60.916134	-46.424835
-20.553066	-53.94157	-46.125698
-13.938636	-47.443363	-42.00745
-8.2750921	-43.933617	-36.552055
-6.4598408	-41.5145	-33.758572
-10.271806	-39.5256	-36.703552
-17.314005	-39.197922	-47.241501
-23.785048	-39.920704	-61.468952
-29.809393	-40.01786	-70.440392
-36.637791	-39.994293	-71.274857
-42.331539	-41.582668	-68.425209
-45.174595	-46.497517	-65.32283
-46.296688	-55.086277	-63.282658
-46.801479	-62.39011	-63.542648
-47.83548	-62.021408	-63.664116
-51.794018	-54.768719	-57.997654
-56.812283	-46.408306	-45.997398
-57.08514	-39.965954	-34.167793
-52.439007	-34.33699	-28.032948
-47.391422	-28.136513	-28.202831
-42.704163	-22.976355	-32.632843
-36.483215	-22.966669	-37.128788
-29.337959	-28.966469	-37.975735
-23.054037	-35.844772	-36.155777
-17.112514	-37.392208	-33.771099
-9.8010626	-30.476419	-30.05595
-2.2509625	-17.435455	-25.946491
1.4753636	-4.3906212	-27.127443
-1.0556136	4.939096	-37.337921
-8.0079288	11.014218	-51.027912
-16.664925	15.113505	-58.416267
-24.898117	17.303537	-57.52853
-30.144281	17.768679	-53.201672
-32.114033	18.204651	-48.078297
-32.966221	20.169664	-42.786858
-35.185722	22.586327	-38.045063
-41.320587	21.723766	-33.535839
-50.504677	14.534433	-30.068384
-55.409622	3.2918656	-29.651283
-49.957077	-5.2862635	-30.754015
-38.668163	-7.1394286	-30.080997
-29.689459	-4.1271276	-27.916075
-24.776863	-0.54685676	-25.890148
-22.248508	0.55391753	-24.164862
-20.735037	-1.5501753	-22.522093
-18.426813	-5.6960273	-21.178703
-15.369839	-10.718336	-20.191143
-14.657878	-15.5811	-18.367685
-18.026804	-17.271984	-15.164022
-22.730547	-13.855067	-11.896394
-24.225246	-8.3985691	-9.6455956
-21.92555	-5.3053188	-7.5834117
-20.104265	-5.6803741	-4.7668362
-22.974909	-7.8079648	-3.193001
-29.952011	-10.954418	-6.4916492
-34.84882	-15.760916	-15.470501
-31.891777	-21.036488	-26.833832
-22.153051	-24.080667	-35.239902
-11.683654	-24.296116	-36.298599
-5.3074002	-25.298491	-29.717728
-3.2624266	-30.886791	-18.845661
-1.5679016	-42.901089	-7.599647
3.0782006	-62.097935	0.86558753
8.9534597	-82.22464	4.5596495
12.608253	-92.06813	2.9271262
13.790627	-87.801933	-3.2300127
13.064019	-74.063324	-10.917542
8.7132635	-57.153229	-16.296738
0.14210837	-43.352989	-19.808315
-9.0362978	-38.025082	-26.159803
-14.06224	-40.995617	-37.623466
-14.788335	-45.269932	-49.601841
-15.389581	-44.395649	-54.356964
-17.319551	-38.874947	-49.414898
-16.034258	-33.887077	-39.724239
-8.9528837	-30.982393	-31.457245
-1.6294459	-26.265532	-27.392746
0.69136924	-18.864182	-27.055311
0.096718274	-15.476258	-29.639585
-0.48876148	-25.858925	-36.444023
-2.5022318	-52.946514	-46.976166
-6.827672	-84.429451	-56.365921
-9.6940918	-100.90762	-60.155979
-8.7628736	-96.71666	-58.755615
-7.9390292	-83.868515	-57.205067
-9.3834267	-73.633904	-59.982151
-10.137872	-65.232124	-64.503654
-9.5450783	-54.680679	-64.392036
-8.8632021	-44.526981	-58.779942
-9.1390591	-40.258144	-51.679916
-14.576869	-43.338795	-45.519726
-29.460371	-50.844402	-40.871117
-48.579193	-59.350025	-38.530518
-58.570499	-65.358208	-37.58947
-54.359329	-64.591034	-35.675175
-45.125202	-57.54966	-33.176895
-40.901237	-51.357468	-32.706902
-41.375736	-51.541725	-34.529716
-39.584053	-54.681847	-36.937984
-31.935591	-52.805214	-38.880428
-22.730919	-44.275291	-38.643993
-20.886499	-34.344505	-34.240887
-32.931873	-27.017273	-26.018885
-57.246998	-23.316133	-16.165253
-84.799133	-22.656244	-8.3234091
-105.76562	-22.967995	-5.722137
-115.63634	-24.370596	-7.0052762
-117.51551	-30.3792	-8.2619219
-117.68362	-44.837429	-9.224967
-118.89934	-68.363495	-12.691001
-120.63561	-93.701553	-20.349691
-123.64499	-109.25526	-32.125668
-129.02583	-109.80109	-45.110485
-136.05424	-98.269714	-53.633682
-142.44316	-81.34626	-55.484879
-146.87328	-66.877586	-53.946064
-152.18338	-62.5867	-51.215584
-162.92368	-71.741722	-47.362835
-180.03424	-87.111534	-44.359921
-197.75674	-97.26519	-43.880329
-207.29445	-98.143761	-45.507336
-205.28964	-92.208595	-49.495865
-193.94334	-84.141663	-55.424847
-174.91664	-78.531868	-59.417461
-150.7491	-76.320442	-57.837307
-127.73435	-76.984909	-51.886189
-110.96194	-82.14019	-46.487766
-100.91176	-90.59967	-45.35194
-95.32193	-95.120979	-45.764465
-93.07357	-90.413605	-42.547756
-96.922043	-79.518211	-37.275288
-106.99043	-69.2313	-34.909672
-115.45446	-63.160431	-34.740089
-115.06079	-60.031155	-32.717922
-108.21072	-56.834675	-27.638861
-102.5664	-51.113117	-21.175938
-100.76311	-42.872112	-15.840038
-99.040344	-34.430363	-12.288535
-94.097122	-27.927338	-9.8228035
-86.300598	-24.398254	-10.158425
-77.379402	-25.285559	-14.472874
-70.285568	-32.332615	-19.825611
-68.637276	-42.541012	-22.571949
-72.231461	-47.214325	-21.583038
-76.996628	-41.3386	-18.199427
-79.500725	-29.38533	-15.230462
-78.839462	-19.612688	-15.040759
-76.36731	-16.094578	-18.995544
-72.82357	-16.368383	-26.513618
-67.42894	-16.39255	-32.996326
-62.410587	-15.375327	-32.735134
-61.169079	-14.543908	-25.142311
-60.565384	-14.452939	-15.485697
-55.11956	-14.11255	-9.6931734
-47.336567	-12.678495	-9.2332268
-42.177406	-10.497038	-11.348701
-37.75135	-6.5202322	-13.519109
-30.556614	0.29169697	-15.924529
-22.71936	7.4855437	-19.64649
-17.938412	11.791884	-23.915659
-16.504284	11.577102	-27.905092
-16.59844	6.3417792	-32.676231
-16.902573	-2.229768	-38.369446
-18.449814	-9.7060919	-42.422394
-24.938868	-12.569386	-41.657658
-38.877308	-10.897293	-35.128292
-55.736057	-6.2055416	-25.686611
-67.282135	-0.5315302	-18.216835
-70.36676	4.1804385	-15.304075
-67.444252	6.6669092	-15.481215
-61.647327	6.388032	-14.457187
-53.605892	5.3308921	-10.034245
-42.689842	5.6466537	-6.7208176
-30.499607	6.0243006	-9.7093239
-20.839239	4.7305527	-16.861662
-16.632055	1.7691237	-22.490582
-19.218355	-3.1165774	-23.983784
-28.07966	-9.3648729	-21.527763
-36.960487	-13.392463	-17.07045
-37.369991	-12.652887	-13.838084
-28.937456	-8.2339373	-15.305095
-18.951355	-1.2480364	-23.486124
-12.574345	7.5839343	-34.019184
-8.1935482	16.219948	-37.012245
-2.4845569	21.652985	-29.010025
4.5551767	22.103624	-15.643402
11.18667	18.672741	-3.418072
15.853115	14.181907	3.1683686
18.248941	11.621308	2.6811566
19.609201	12.314182	-2.094651
20.736807	14.719849	-6.6389861
20.656458	16.122517	-7.2158179
18.458376	15.040893	-2.8166568
15.864026	13.003543	3.8283429
15.224411	12.051774	8.6134567
16.133858	11.450142	10.37691
16.917938	10.847678	11.785258
16.106993	12.211508	14.03591
12.97951	17.059301	13.96152
9.7209425	24.544622	9.9262266
9.0185823	31.254616	5.593914
10.037437	34.12336	3.1138928
10.627944	33.936157	-0.97152817
11.2416	33.130093	-8.3190165
13.499196	31.66046	-14.544186
17.202038	28.931654	-15.479135
21.569283	25.951357	-10.537429
26.366558	23.230902	-1.3190379
30.784153	21.018152	8.1478252
33.753773	20.461607	14.173632
35.001221	21.013515	16.877192
34.60323	20.083691	18.144682
30.559593	18.349264	18.815662
20.214392	19.456181	19.132545
7.2204723	23.084202	19.522945
0.80449182	26.213072	19.945517
5.3888798	28.61076	19.441919
16.153593	30.926285	16.724739
25.425234	31.992601	10.812776
30.020924	30.759983	1.8697996
30.726263	28.570051	-8.3586626
28.120531	27.143867	-17.650358
23.131937	24.265326	-24.505945
18.329353	16.135414	-27.406609
14.117471	3.4649563	-24.719158
7.3694305	-8.7895031	-18.299658
-1.6047568	-17.517891	-12.163414
-5.7191582	-24.117075	-7.0910978
-0.70595926	-29.884434	-1.521471
9.1918936	-32.67659	4.9547634
18.393993	-31.793936	11.800556
25.110518	-30.021399	18.481556
28.971401	-29.166574	24.218742
29.275612	-30.827333	27.570406
25.869541	-36.456463	27.29493
18.939199	-42.972149	23.516865
8.2442636	-45.88319	16.572443
-4.4087386	-44.615448	6.2345009
-14.56015	-41.928791	-6.1337647
-19.585571	-42.220028	-16.131384
-19.987587	-47.857441	-19.379898
-17.921345	-54.821564	-16.670538
-16.375523	-56.812752	-12.07299
-17.882803	-51.629772	-8.1530752
-23.091061	-40.857948	-7.3087506
-29.466059	-27.666019	-12.367795
-32.429237	-15.967464	-21.617956
-30.014656	-8.6538382	-28.265862
-24.881935	-6.4090128	-29.15197
-22.397728	-8.2693243	-29.390406
-27.376068	-13.045828	-34.636864
-37.996273	-21.811417	-45.84074
-46.931969	-37.094311	-60.90686
-49.576923	-54.57328	-73.623817
-46.01799	-63.44072	-77.077759
-38.910515	-60.630558	-71.294838
-29.729557	-51.933094	-63.591541
-18.162523	-40.981415	-59.902771
-7.5572944	-28.716442	-58.008137
-5.4227242	-19.45262	-54.517128
-15.830355	-19.038666	-52.362644
-33.137611	-27.223364	-55.017178
-45.385326	-37.997662	-59.754852
-45.669701	-48.127289	-61.929855
-37.0541	-55.7654	-61.046074
-25.510147	-56.287529	-59.470058
-14.277454	-50.904163	-59.902218
-3.7362862	-47.598209	-63.117641
6.4334645	-48.561836	-66.126785
14.545074	-47.445835	-66.427818
18.990705	-39.36348	-64.151405
19.587917	-28.502687	-59.42522
15.381052	-24.447105	-53.826031
8.0237474	-32.181629	-51.16523
3.0913899	-48.572235	-52.492718
3.2018874	-65.521667	-53.571224
6.7059145	-74.973816	-50.123714
11.905102	-73.989822	-42.324051
18.015722	-66.028542	-32.62019
23.08412	-59.165405	-22.311148
23.779146	-60.194767	-12.387023
18.991919	-68.616669	-4.8095536
12.049045	-77.300911	-0.96055657
7.4901748	-78.418854	-1.011398
5.8974166	-69.465546	-4.991323
4.6518049	-54.695473	-11.916326
2.7138917	-41.227917	-17.815935
2.1562104	-33.47105	-19.385946
5.3496189	-31.510332	-18.956114
10.827676	-33.06546	-20.64035
14.711391	-36.390221	-24.313122
15.83805	-41.359287	-26.177107
15.718897	-45.914978	-23.807848
15.492463	-45.41103	-19.055717
15.929204	-37.454857	-14.662979
17.499699	-24.09087	-11.554222
19.025101	-9.202754	-9.9469643
17.524509	4.1451092	-10.109037
11.972592	14.261613	-12.291654
5.8348498	20.7185	-16.673784
1.3156177	24.215286	-23.14325
-6.4103513	25.804174	-29.888367
-23.816935	25.611752	-33.790245
-45.568092	23.379286	-33.245052
-57.0429	19.56517	-28.883011
-54.244556	14.324627	-22.563471
-45.931103	6.7277827	-17.030952
-38.806168	-3.8470993	-13.521121
-34.056557	-17.032507	-10.127488
-32.976364	-29.905024	-5.2701554
-37.604576	-37.243366	0.23982485
-47.240952	-36.843155	5.1007137
-56.800014	-30.565231	8.6449127
-61.902378	-22.487017	9.0162687
-62.846268	-17.608332	1.6373632
-59.171017	-16.454754	-15.829483
-49.093956	-14.088586	-36.191494
-35.878113	-7.9011235	-46.225487
-24.823481	0.49058908	-41.617405
-16.688341	9.6464939	-31.061455
-10.633184	18.046045	-22.490786
-8.0966702	23.559628	-14.957336
-8.9949627	25.511061	-5.1026859
-10.07438	25.15066	5.9551401
-9.3401251	24.456463	14.876434
-6.9676709	24.220837	20.046331
-3.393084	22.985296	20.215979
0.30134898	19.038151	13.903893
2.9224772	13.427944	3.0349445
5.3113661	9.5984354	-7.2703714
8.8642502	9.4430218	-14.010889
11.85491	12.02122	-16.328381
11.414441	15.827735	-13.291758
6.3209267	19.391487	-6.6107612
-4.9053912	21.490759	-0.73872089
-21.87759	22.878365	1.4759036
-36.789486	25.898855	0.75623155
-40.442451	31.654453	0.26070946
-33.374062	38.107151	2.3029106
-22.595804	41.694916	5.1393213
-12.804734	41.921185	6.1617603
-6.0160036	40.988979	6.3623381
-3.1271274	39.225769	7.6286187
-1.5810463	36.483242	9.7906151
3.1095903	34.936085	12.196701
11.612556	36.358768	15.165135
20.398842	39.711422	18.632153
25.129255	40.480961	21.982439
23.057962	32.557446	25.57514
15.439796	13.487236	28.467363
7.3901954	-10.446443	26.406292
3.6116388	-26.148087	16.400238
5.1025329	-25.472738	2.9857469
9.9317083	-13.067155	-5.0276852
15.211818	1.0155443	-5.3209457
19.195873	10.555366	-3.4797335
21.91305	13.232937	-3.6832561
23.934986	8.9022942	-3.9490788
24.853697	0.55533713	-1.6990461
23.543617	-4.8284807	1.626514
20.269407	-1.6853629	2.3680179
16.191141	6.2577095	-3.2216928
11.337411	9.1088696	-17.283468
6.3608904	2.4532912	-37.230515
4.2607112	-8.6963348	-56.90649
6.7423592	-15.702689	-69.410637
11.834479	-14.466252	-68.975456
15.939857	-9.2795124	-58.149807
16.002844	-7.6262054	-48.232067
11.996629	-13.636813	-48.687878
7.8697109	-27.481483	-57.936817
7.0843925	-46.348907	-64.431458
9.4689293	-65.434875	-59.070015
12.215253	-80.26474	-45.949089
9.2595196	-87.143341	-38.145958
-4.5070443	-84.691452	-41.826134
-24.342369	-74.99894	-49.756046
-40.144066	-61.758698	-51.658844
-48.929237	-49.694138	-44.710339
-54.697239	-43.8438	-34.651817
-62.405918	-46.024654	-29.251371
-75.870483	-52.159698	-32.523869
-92.03923	-55.456032	-42.9645
-98.338043	-53.750362	-53.561459
-86.686302	-51.662979	-57.013603
-63.916759	-53.087921	-52.188545
-43.227509	-55.156811	-45.382805
-33.974869	-54.273647	-44.383026
-38.667625	-51.770355	-50.307259
-53.185314	-49.335808	-57.595005
-69.724754	-45.218086	-60.211914
-83.111473	-37.095459	-58.037754
-93.271858	-27.315575	-59.251148
-102.0285	-22.119474	-72.354027
-111.92449	-24.498917	-94.732086
-124.70571	-32.258278	-113.33685
-138.03883	-42.062271	-117.82156
-146.51262	-51.390495	-109.66599
-146.23624	-59.142998	-96.590073
-136.60519	-66.888924	-84.629478
-118.42609	-74.541122	-76.428612
-96.377022	-78.198906	-73.134933
-81.808281	-75.880829	-75.01339
-86.45182	-69.448105	-79.325172
-110.95071	-62.843918	-83.599953
-141.6046	-60.699623	-86.998329
-161.13651	-64.7799	-87.747696
-162.40067	-73.603088	-87.450935
-152.3385	-85.866226	-90.905579
-143.08699	-96.917244	-98.530022
-140.64844	-98.768494	-105.09341
-141.82071	-91.071732	-105.82465
-140.58112	-80.736397	-102.43901
-135.375	-72.106453	-102.11342
-128.40488	-64.715546	-108.35093
-120.18712	-55.629894	-114.64523
-109.54425	-44.577938	-112.8671
-96.97805	-36.790668	-103.85973
-84.621056	-38.054043	-93.335648
-75.182686	-48.637436	-83.579048
-69.98632	-62.822914	-73.581512
-67.972023	-74.826813	-62.23307
-68.444572	-81.81105	-51.875359
-69.880066	-81.502869	-49.618919
-68.43158	-74.411659	-60.518272
-63.588242	-65.819695	-78.982231
-58.427326	-59.651848	-94.203621
-54.268265	-55.310326	-101.33794
-52.353745	-51.283138	-99.882805
-54.499077	-46.835175	-89.869675
-58.853279	-41.407585	-73.827766
-60.362225	-34.171989	-56.036064
-56.158306	-24.013023	-40.835995
-49.654415	-13.111874	-31.265644
-46.005867	-7.8734603	-27.078274
-46.0308	-11.798135	-26.067978
-46.99123	-20.289841	-25.946917
-46.088734	-26.155062	-25.769194
-42.338703	-26.775702	-27.601107
-37.001171	-22.736221	-32.005314
-32.294064	-15.651942	-33.589584
-27.893202	-9.7211771	-28.259907
-22.500696	-9.3883705	-19.230293
-18.718615	-14.300116	-11.179813
-20.521358	-19.130516	-4.9843249
-27.821327	-18.064735	0.34007668
-36.480156	-9.9096231	4.6385493
-41.142609	1.8598306	6.5047092
-40.856258	13.884679	6.5630922
-40.821663	24.410982	7.8030214
-42.351406	31.214268	9.7225714
-39.818298	32.266586	8.5128527
-30.849512	29.032658	4.2545633
-21.008169	25.2838	-0.37052509
-18.774321	22.18465	-6.463253
-27.167774	19.417192	-15.486568
-39.352356	18.215984	-23.094921
-46.006111	19.356674	-23.869312
-45.189922	22.638233	-19.470009
-40.349716	27.96796	-16.506176
-32.926296	33.503502	-18.479599
-23.343233	36.806473	-21.572338
-14.859107	37.482948	-20.187084
-9.4025717	35.420227	-15.678165
-5.1583257	29.146885	-13.380778
-0.36614731	20.088938	-13.412972
4.6368337	14.142602	-11.647207
8.5365391	13.482402	-6.3988347
10.894014	14.550906	0.52682614
11.587445	16.675926	5.3985834
10.341835	22.407606	5.4883676
8.164197	29.99613	2.6326587
4.8931851	35.182606	-0.24002093
-0.91209185	37.41272	-5.1057186
-6.5078435	38.01445	-15.086534
-6.3120308	37.437798	-27.980614
0.49342394	36.047096	-37.219456
8.4973879	33.993439	-37.250717
12.160987	31.477539	-29.107172
10.931376	29.601124	-18.217766
8.9425945	28.652857	-8.5001211
9.5973301	26.429588	-1.3726012
12.353786	21.154684	4.0871553
15.45729	15.938044	9.4260092
16.317501	16.508944	13.715145
11.82391	23.361279	14.859733
2.6455524	29.90126	13.402702
-6.8965645	28.169668	12.564884
-13.774289	14.105039	14.738786
-16.48671	-8.4927425	19.634579
-13.846981	-28.442223	25.638378
-6.6585722	-37.536678	31.310551
2.6491141	-37.298187	35.104416
11.051993	-31.207172	35.263786
16.245918	-20.938658	31.793087
18.474384	-9.9676743	27.429857
19.870865	-1.7856787	24.344675
21.670698	2.7692389	21.131245
22.999662	3.2561626	14.431658
23.006245	-1.3978894	5.3046103
22.846119	-7.8537955	0.70949352
23.81345	-10.116645	4.2924609
23.935495	-8.988162	12.407231
20.249846	-9.7884846	20.612082
14.914851	-11.814149	26.866629
13.176736	-9.4535828	30.069206
16.943195	-1.4304388	29.949596
24.321882	9.7083426	26.581305
32.210793	21.32729	20.943428
38.112381	29.909216	16.723284
40.43095	33.552914	17.526249
38.123798	34.366379	21.903656
31.135473	35.09684	24.929449
20.878937	34.21204	24.800175
10.564501	27.511074	24.005077
5.0380292	15.892978	23.340416
7.5011744	6.7620611	20.438704
15.669218	4.2907047	15.417825
23.568607	4.5600815	12.229445
27.62109	3.6142247	12.994044
28.904034	2.2703297	16.242508
29.270067	1.2637361	19.698086
29.152521	-1.5217712	19.838573
29.197012	-8.5187292	13.527544
30.074993	-17.639824	3.9450407
31.827776	-22.438892	-3.2288215
34.104691	-19.983688	-7.9817491
35.493927	-13.659685	-11.78039
33.81852	-8.1056099	-13.129689
28.837282	-5.1323438	-10.860945
22.357187	-2.9534514	-5.4684863
15.340793	1.1777067	0.91423357
8.475666	7.8604398	5.8338547
3.5944028	15.407267	9.3345671
1.8333675	22.096432	12.651926
2.8225358	28.313898	15.399461
6.1215768	34.661186	16.177315
10.89246	40.385937	14.324188
15.066081	45.050915	10.739692
17.391579	48.496666	6.8055787
19.29579	49.786819	3.9506426
22.026022	48.323425	4.5186219
22.315619	44.763691	9.6992664
14.741787	40.455994	17.923006
0.86691511	37.098923	26.988672
-9.6229372	36.34362	34.898659
-10.094663	37.36282	39.635986
-3.296144	37.136127	39.812782
3.4908934	34.77103	35.980888
7.1887798	30.871344	31.611712
10.525426	24.962656	29.684654
15.089471	17.49732	29.038826
19.051851	9.8872375	27.844528
22.02446	3.3013115	27.49181
24.388371	0.77594179	29.653893
22.960655	5.0091972	33.012844
14.476952	13.638327	35.705513
2.1546495	21.74826	37.386959
-6.5414553	26.563663	37.166763
-8.4350662	27.961412	32.537262
-6.8675232	27.712803	23.480995
-5.8399849	28.424362	15.050811
-5.9301667	31.49538	9.8866282
-6.4605613	36.546013	3.1614449
-6.8645816	41.82848	-8.409729
-5.6194949	44.924461	-20.538685
-1.3765751	44.404202	-27.939075
4.4647593	40.234734	-28.74325
9.2829285	32.898373	-24.75815
13.275821	23.758307	-21.920265
17.497568	16.275982	-25.255457
19.55937	14.875727	-32.809547
16.580183	19.769089	-39.460533
10.316072	25.989782	-44.770199
4.1181731	29.535431	-50.322571
-4.1405692	29.909775	-53.174667
-20.277746	27.577646	-48.975292
-42.662418	21.637495	-38.398777
-60.076416	11.228862	-26.496969
-63.503372	-0.24974824	-18.313341
-54.563347	-7.131175	-16.130501
-40.677017	-8.4311838	-20.988203
-26.74494	-7.3382864	-35.562489
-14.223336	-6.2517643	-60.293766
-3.1722841	-8.4937735	-87.475342
5.504837	-17.698116	-105.24235
9.8994131	-29.473097	-108.27192
10.096867	-34.997753	-101.97289
9.366724	-33.00378	-96.439064
10.923728	-28.463457	-97.323143
14.795219	-25.331739	-101.71294
19.508688	-23.01544	-101.94957
23.598921	-17.776817	-92.858414
25.929918	-9.6678028	-75.858383
26.919512	-2.8135118	-57.832188
27.282837	1.1646779	-45.830887
26.175993	4.0538216	-40.497967
22.600166	6.371222	-37.251942
17.577396	5.2794833	-33.910183
13.489123	-0.72481662	-32.870056
11.858785	-6.690784	-36.610989
12.630231	-7.0212779	-43.206947
14.988276	-3.4456356	-46.816566
18.332281	-2.499794	-43.46896
22.166067	-8.0256023	-34.63562
24.432775	-17.337322	-24.80756
21.135916	-25.847569	-18.079611
9.8491831	-33.026688	-17.256109
-7.0746984	-41.034046	-23.760647
-22.73711	-49.193104	-37.511589
-29.470232	-53.822723	-55.334499
-26.890339	-52.570763	-69.435371
-24.677116	-45.554203	-72.530556
-30.570757	-35.532913	-64.387192
-38.689659	-27.369865	-51.247257
-38.25803	-22.594633	-40.911926
-28.7973	-18.453815	-39.823814
-17.771719	-14.392031	-49.070496
-10.054773	-13.243516	-60.321304
-6.202991	-18.182369	-63.21772
-7.6737123	-29.541927	-55.646797
-18.860081	-41.052933	-44.082806
-40.704384	-44.466953	-37.581036
-64.334747	-39.596516	-39.786064
-79.930313	-33.331642	-47.162376
-87.239166	-29.999361	-56.146111
-90.126549	-28.996611	-65.983742
-90.563187	-29.508169	-76.417915
-88.77047	-32.060909	-88.102402
-86.152687	-38.857918	-99.130173
-88.291061	-54.214966	-103.28251
-99.111763	-77.170631	-97.914993
-111.7036	-97.789429	-86.311714
-113.04762	-107.92863	-72.828964
-99.076958	-109.81018	-63.586296
-78.59201	-110.73056	-65.831215
-62.724693	-114.42137	-80.783615
-56.805592	-120.27307	-99.570763
-59.257778	-128.32545	-109.96494
-63.300335	-139.29085	-106.97046
-62.409328	-148.91022	-94.549156
-58.726402	-154.2076	-80.259613
-61.624836	-160.70474	-70.173676
-72.244904	-170.34171	-67.622742
-78.759758	-175.25288	-73.173309
-72.067993	-173.87485	-84.096924
-56.504601	-176.18678	-95.694305
-42.713524	-185.11185	-103.15129
-35.935455	-189.77972	-103.51506
-33.476387	-180.94003	-97.77623
-30.586567	-160.91949	-90.764626
-25.855137	-139.11424	-87.163162
-20.902601	-122.35665	-87.228416
-17.103743	-111.25994	-87.898956
-13.484378	-105.15228	-88.72934
-8.6148109	-104.3754	-92.766449
-5.6190963	-105.90625	-101.67731
